temperature,humidity,windspeed,rentals
80.3450282,0.419966121,6.919851507,6966
81.1204718,0.304770781,5.911533751,7592
78.8645282,0.239041382,5.669674253,8173
83.3060282,0.371904395,8.422072763,6861
83.7290282,0.452420147,8.416250239,6904
81.5434718,0.45523658,8.380331193,6685
78.6530282,0.429385369,7.975164473,6597
79.4284718,0.384332407,6.619000014,7105
77.9479718,0.348514567,5.831498627,7216
78.3005,0.321787214,5.255758164,7580
81.2615,0.398176665,6.664495213,7261
82.3894718,0.366524517,7.194948701,7175
84.7159718,0.407453531,8.643458628,6824
82.6715282,0.535788244,11.10576164,5464
81.2615,0.429005339,7.274334342,7013
79.8514718,0.390390102,6.053119997,7273
81.05,0.373695249,5.900117842,7534
81.5434718,0.381301114,6.946887658,7286
78.1594718,0.482915398,9.071249706,5786
76.1855,0.419568784,7.404009577,6299
76.8904718,0.448130405,8.459774995,6544
78.5824718,0.414308259,7.881012662,6883
79.0760282,0.411107828,7.160281988,6784
77.3840282,0.323936574,6.04896925,7347
78.4415282,0.319698004,6.388754708,7605
78.7939718,0.324529017,7.123838695,7148
74.9869718,0.230720876,4.53771635,7865
71.3914718,0.663848932,10.7021235,4549
71.3914718,0.39062739,5.983498073,6530
72.5195282,0.378099417,5.540991583,7006
74.0705,0.349174997,4.953190584,7375
76.4674718,0.315635649,4.800397779,7765
77.0315,0.351698777,5.477814066,7582
73.5770282,0.400744678,7.637493028,6053
72.8719718,0.50257338,8.364527148,5255
77.1019718,0.40001002,6.170287689,6917
79.2169718,0.367200485,7.088117805,7040
75.551,0.297661664,5.404377215,7697
77.3840282,0.335836349,5.422273312,7713
82.2485282,0.37264624,7.17137653,7350
81.3319718,0.548242224,9.410242234,6140
76.5380282,0.57207556,7.988937363,5810
77.4545,0.499407646,7.820149382,6034
79.0054718,0.358856574,6.460855387,6864
79.9220282,0.367183959,6.160303022,7112
76.5380282,0.474686146,7.119373699,6203
77.1019718,0.300457052,4.778223041,7504
73.3655282,0.385483584,7.141250755,5976
69.206,0.099417144,3.054721659,8227
66.9499718,0.143078083,4.575684254,7525
66.4565,0.211334747,3.80932787,7767
68.2895282,0.192087108,3.48936185,7870
69.4175,0.241926654,3.406892749,7804
71.1799718,0.220851635,2.998888515,8009
69.0649718,0.023214457,2.246608019,8714
66.668,0.268544581,4.477919012,7333
66.7384718,0.288789967,4.346792022,6869
70.3339718,0.544554362,10.41901563,4073
64.3415,0.135936206,3.702855372,7591
63.8480282,0.175092947,2.715076085,7720
68.2895282,0.141301599,2.132514742,8167
72.59,0.075541255,2.560650822,8395
62.3675282,0.072041217,3.125853871,7907
61.0985282,0.168073693,3.785347169,7436
64.13,0.127324513,3.540662205,7538
71.321,0.169502681,3.965612036,7733
72.59,0.292549959,4.538803961,7393
69.9815282,0.245423781,4.015340011,7415
63.4955,0,1.285864477,8555
62.1560282,0.25118682,4.571754785,6889
61.6624718,0.287435117,4.252022778,6778
67.5844718,0.603682813,8.619321992,4639
73.2245,0.318598648,3.486944345,7572
73.2245,0.317336786,4.5687396,7328
69.629,0.185632835,2.707179533,8156
64.4825282,0.058106112,1.931374091,7965
52.7794718,0.574253482,9.696734079,3510
50.0299718,0.272249158,4.659359473,5478
55.3880282,0.211463723,3.159501774,6392
61.0985282,0.108240205,2.184866125,7691
54.401,0.060615965,2.465005178,7570
54.6125,0.065378305,2.608017449,7282
50.8759718,0.104873676,2.647376798,7109
61.7330282,0.189072829,4.648815144,6639
65.1170282,0.306861609,6.532837,5875
57.2209718,0.092712736,2.366877751,7534
56.1634718,0.141368369,1.350578174,7461
61.8035,0.107440381,2.015514078,7509
65.2579718,0.464111668,6.804624571,5424
58.5605282,0.076971775,1.227698238,8090
56.8685282,0.187486704,4.289514832,6824
58.8425,0.230393794,3.685147407,7058
63.6365282,0.219199512,3.088405636,7466
67.3025,0.240876715,3.279738651,7693
64.13,0.21892349,2.257332085,7359
63.7774718,0.199843011,1.948199551,7444
62.438,0.071875628,1.404973304,7852
57.9965,0.348991765,8.574750364,4459
54.824,0.893701326,16.82639286,22
44.5181972,0.747774983,12.86651159,1096
47.8445,0.25385852,4.371407096,5566
48.5494718,0.214424781,4.16072575,5986
47.633,0.155184343,4.750147986,5847
46.6459718,0.23081889,6.425235493,5138
45.1654718,0.276600633,5.91813777,5107
44.6015282,0.216659937,5.750227475,5259
41.3584718,0.170279308,3.636941338,5686
42.6274718,0.182908459,5.510278764,5035
47.3939204,0.168355962,7.316204934,5315
48.1970282,0.174737003,4.382550639,5992
50.5235282,0.227299452,2.79023601,6536
53.2024718,0.171476867,2.454775479,6852
