YYYYMMDD,TIME,TEMP,MIN_TEMP_GROUND,PRESSURE,HUMIDITY,VIEW_RANGE,CLOUD,MIST,RAIN,SNOW,THUNDER,ICE,WEATHER_CODE
20160103,16,70,,9959,80,66.0,8.0,0.0,1.0,0.0,0.0,0.0,51.0
20160103,17,63,,9944,86,70.0,8.0,0.0,1.0,0.0,0.0,0.0,81.0
20160103,18,60,56.0,9929,89,69.0,8.0,0.0,1.0,0.0,0.0,0.0,57.0
20160103,19,58,,9915,91,61.0,8.0,0.0,1.0,0.0,0.0,0.0,61.0
20160103,20,58,,9906,92,65.0,8.0,0.0,1.0,0.0,0.0,0.0,61.0
20160103,21,57,,9896,93,65.0,8.0,0.0,1.0,0.0,0.0,0.0,57.0
20160103,22,56,,9886,94,64.0,8.0,0.0,1.0,0.0,0.0,0.0,61.0
20160103,23,55,,9879,94,62.0,8.0,0.0,1.0,0.0,0.0,0.0,61.0
20160103,24,53,50.0,9875,91,65.0,8.0,0.0,1.0,0.0,0.0,0.0,61.0
20160104,1,46,,9870,91,65.0,8.0,0.0,1.0,0.0,0.0,0.0,61.0
20160104,2,46,,9866,95,65.0,8.0,0.0,1.0,0.0,0.0,0.0,61.0
20160104,3,47,,9865,96,64.0,8.0,0.0,1.0,0.0,0.0,0.0,61.0
20160104,4,49,,9863,97,59.0,8.0,0.0,1.0,0.0,0.0,0.0,62.0
20160104,5,51,,9862,97,58.0,8.0,0.0,1.0,0.0,0.0,0.0,61.0
20160104,6,53,42.0,9863,98,56.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160104,7,55,,9866,98,49.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160104,8,61,,9869,98,57.0,8.0,0.0,1.0,0.0,0.0,0.0,51.0
20160104,9,60,,9873,97,60.0,4.0,0.0,1.0,0.0,0.0,0.0,22.0
20160104,10,67,,9876,95,61.0,4.0,0.0,0.0,0.0,0.0,0.0,
20160104,11,76,,9876,91,65.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160104,12,74,51.0,9875,91,64.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0
20160104,13,78,,9874,91,63.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160104,14,72,,9874,97,43.0,8.0,0.0,1.0,0.0,0.0,0.0,81.0
20160104,15,73,,9876,97,40.0,8.0,0.0,1.0,0.0,0.0,0.0,81.0
20160104,16,74,,9877,93,57.0,8.0,0.0,1.0,0.0,0.0,0.0,57.0
20160104,17,71,,9879,96,57.0,8.0,0.0,1.0,0.0,0.0,0.0,61.0
20160104,18,71,69.0,9879,96,57.0,8.0,0.0,1.0,0.0,0.0,0.0,81.0
20160104,19,72,,9880,96,57.0,8.0,0.0,1.0,0.0,0.0,0.0,61.0
20160104,20,73,,9880,94,59.0,8.0,0.0,1.0,0.0,0.0,0.0,58.0
20160104,21,72,,9879,95,61.0,8.0,0.0,1.0,0.0,0.0,0.0,51.0
20160104,22,75,,9880,93,58.0,8.0,0.0,1.0,0.0,0.0,0.0,82.0
20160104,23,75,,9880,93,61.0,8.0,0.0,1.0,0.0,0.0,0.0,81.0
20160104,24,74,64.0,9880,90,64.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160105,1,72,,9880,90,64.0,8.0,0.0,1.0,0.0,0.0,0.0,51.0
20160105,2,72,,9881,90,64.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160105,3,68,,9882,90,65.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0
20160105,4,65,,9883,90,65.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160105,5,67,,9883,90,65.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160105,6,68,54.0,9887,88,65.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0
20160105,7,67,,9890,88,64.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160105,8,64,,9892,89,63.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160105,9,66,,9899,87,65.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160105,10,69,,9904,86,66.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160105,11,70,,9904,85,70.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160105,12,73,61.0,9905,85,68.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160105,13,75,,9906,85,69.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160105,14,75,,9908,86,70.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160105,15,72,,9911,92,56.0,8.0,0.0,1.0,0.0,0.0,0.0,81.0
20160105,16,69,,9916,97,59.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160105,17,69,,9920,96,65.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160105,18,72,66.0,9923,92,65.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0
20160105,19,70,,9926,95,64.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160105,20,69,,9930,97,50.0,8.0,0.0,1.0,0.0,0.0,0.0,58.0
20160105,21,70,,9933,97,57.0,8.0,0.0,1.0,0.0,0.0,0.0,81.0
20160105,22,68,,9937,97,60.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160105,23,67,,9939,97,59.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160105,24,66,62.0,9942,97,59.0,8.0,0.0,1.0,0.0,0.0,0.0,81.0
20160106,1,65,,9944,96,56.0,8.0,0.0,1.0,0.0,0.0,0.0,52.0
20160106,2,64,,9949,97,57.0,8.0,0.0,1.0,0.0,0.0,0.0,51.0
20160106,3,63,,9950,97,50.0,8.0,0.0,1.0,0.0,0.0,0.0,22.0
20160106,4,58,,9953,98,34.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160106,5,56,,9956,98,32.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160106,6,54,54.0,9962,97,36.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160106,7,52,,9964,97,32.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160106,8,47,,9972,98,22.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160106,9,39,,9977,98,16.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160106,10,40,,9983,97,18.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160106,11,42,,9981,97,25.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160106,12,47,38.0,9982,96,27.0,8.0,0.0,1.0,0.0,0.0,0.0,51.0
20160106,13,45,,9983,96,22.0,8.0,0.0,1.0,0.0,0.0,0.0,22.0
20160106,14,48,,9983,97,24.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160106,15,46,,9988,97,21.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160106,16,43,,9990,97,22.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160106,17,37,,9991,97,18.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160106,18,37,37.0,9992,97,18.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160106,19,38,,9993,97,17.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160106,20,38,,9985,97,15.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160106,21,36,,9980,98,10.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160106,22,37,,9981,99,1.0,9.0,1.0,0.0,0.0,0.0,0.0,34.0
20160106,23,39,,9980,100,1.0,9.0,1.0,0.0,0.0,0.0,0.0,33.0
20160106,24,42,37.0,9976,99,1.0,9.0,1.0,0.0,0.0,0.0,0.0,33.0
20160107,1,48,,9971,99,3.0,9.0,1.0,0.0,0.0,0.0,0.0,32.0
20160107,2,52,,9964,98,20.0,8.0,1.0,0.0,0.0,0.0,0.0,20.0
20160107,3,54,,9955,98,50.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160107,4,56,,9952,97,61.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160107,5,56,,9936,96,61.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160107,6,57,42.0,9930,95,64.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0
20160107,7,57,,9918,93,65.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160107,8,59,,9904,91,65.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160107,9,62,,9901,89,70.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160107,10,66,,9894,85,70.0,8.0,0.0,1.0,0.0,0.0,0.0,51.0
20160107,11,64,,9879,90,61.0,8.0,0.0,1.0,0.0,0.0,0.0,81.0
20160107,12,62,51.0,9865,93,58.0,8.0,0.0,1.0,0.0,0.0,0.0,62.0
20160107,13,63,,9854,89,70.0,8.0,0.0,1.0,0.0,0.0,0.0,61.0
20160107,14,59,,9845,93,61.0,8.0,0.0,1.0,0.0,0.0,0.0,61.0
20160107,15,57,,9839,95,62.0,8.0,0.0,1.0,0.0,0.0,0.0,51.0
20160107,16,66,,9844,97,56.0,8.0,0.0,1.0,0.0,0.0,0.0,82.0
20160107,17,82,,9858,85,63.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160107,18,69,53.0,9881,85,61.0,8.0,0.0,1.0,0.0,0.0,0.0,81.0
20160107,19,79,,9896,71,68.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160107,20,79,,9913,66,71.0,7.0,0.0,0.0,0.0,0.0,0.0,
20160107,21,75,,9923,68,73.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0
20160107,22,73,,9931,68,76.0,6.0,0.0,0.0,0.0,0.0,0.0,
20160107,23,74,,9945,67,74.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160107,24,72,62.0,9955,68,73.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0
20160108,1,71,,9964,68,71.0,6.0,0.0,0.0,0.0,0.0,0.0,
20160108,2,72,,9974,68,71.0,3.0,0.0,0.0,0.0,0.0,0.0,
20160108,3,71,,9982,65,79.0,1.0,0.0,0.0,0.0,0.0,0.0,
20160108,4,71,,9990,66,73.0,5.0,0.0,0.0,0.0,0.0,0.0,
20160108,5,72,,9996,61,79.0,1.0,0.0,0.0,0.0,0.0,0.0,
20160108,6,72,56.0,10003,68,76.0,2.0,0.0,0.0,0.0,0.0,0.0,
20160108,7,72,,10006,68,74.0,1.0,0.0,0.0,0.0,0.0,0.0,
20160108,8,73,,10011,72,73.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160108,9,78,,10019,75,68.0,2.0,0.0,0.0,0.0,0.0,0.0,
20160108,10,69,,10023,79,68.0,1.0,0.0,0.0,0.0,0.0,0.0,
20160108,11,79,,10022,76,72.0,1.0,0.0,0.0,0.0,0.0,0.0,
20160108,12,86,56.0,10017,75,73.0,1.0,0.0,0.0,0.0,0.0,0.0,
20160108,13,83,,10015,78,73.0,7.0,0.0,0.0,0.0,0.0,0.0,
20160108,14,83,,10013,73,75.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160108,15,71,,10015,74,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20160108,16,55,,10015,79,75.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160108,17,44,,10015,84,70.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160108,18,40,18.0,10012,87,68.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
20160108,19,40,,10014,87,70.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160108,20,41,,10014,85,70.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160108,21,34,,10013,85,70.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160108,22,25,,10011,90,68.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160108,23,31,,10007,90,68.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160108,24,17,2.0,10008,95,65.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160109,1,19,,10007,96,63.0,1.0,0.0,0.0,0.0,0.0,0.0,
20160109,2,20,,10007,97,60.0,2.0,0.0,0.0,0.0,0.0,0.0,
20160109,3,26,,10003,96,58.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160109,4,45,,9997,97,50.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160109,5,49,,9994,97,36.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160109,6,52,-1.0,9993,96,56.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160109,7,56,,9991,95,58.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160109,8,58,,9991,93,58.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160109,9,58,,9989,93,58.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160109,10,62,,9986,92,61.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160109,11,65,,9985,91,56.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160109,12,64,48.0,9977,97,59.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160109,13,69,,9970,93,64.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160109,14,69,,9966,93,65.0,8.0,0.0,1.0,0.0,0.0,0.0,22.0
20160109,15,72,,9964,91,65.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0
20160109,16,72,,9960,90,70.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160109,17,71,,9955,88,70.0,7.0,0.0,0.0,0.0,0.0,0.0,
20160109,18,73,64.0,9947,90,70.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0
20160109,19,70,,9941,88,70.0,3.0,0.0,0.0,0.0,0.0,0.0,
20160109,20,70,,9931,88,70.0,2.0,0.0,0.0,0.0,0.0,0.0,
20160109,21,70,,9920,87,70.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160109,22,75,,9908,84,70.0,1.0,0.0,0.0,0.0,0.0,0.0,
20160109,23,80,,9899,82,70.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160109,24,81,60.0,9889,84,70.0,8.0,0.0,1.0,0.0,0.0,0.0,57.0
20160110,1,83,,9881,84,70.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160110,2,85,,9874,84,70.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160110,3,84,,9875,85,64.0,8.0,0.0,1.0,0.0,0.0,0.0,81.0
20160110,4,83,,9869,80,75.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160110,5,67,,9872,83,70.0,7.0,0.0,1.0,0.0,0.0,0.0,81.0
20160110,6,63,51.0,9879,81,70.0,4.0,0.0,1.0,0.0,0.0,0.0,23.0
20160110,7,66,,9881,79,75.0,7.0,0.0,0.0,0.0,0.0,0.0,
20160110,8,67,,9888,82,70.0,5.0,0.0,0.0,0.0,0.0,0.0,
20160110,9,73,,9892,79,75.0,7.0,0.0,1.0,0.0,0.0,0.0,23.0
20160110,10,71,,9894,78,75.0,7.0,0.0,1.0,0.0,0.0,0.0,23.0
20160110,11,73,,9894,80,75.0,7.0,0.0,0.0,0.0,0.0,0.0,
20160110,12,80,52.0,9891,79,69.0,8.0,0.0,1.0,0.0,0.0,0.0,51.0
20160110,13,76,,9890,81,70.0,7.0,0.0,1.0,0.0,0.0,0.0,23.0
20160110,14,78,,9888,81,70.0,8.0,0.0,1.0,0.0,0.0,0.0,22.0
20160110,15,63,,9892,84,60.0,7.0,0.0,1.0,0.0,0.0,0.0,51.0
20160110,16,55,,9888,87,70.0,6.0,0.0,1.0,0.0,0.0,0.0,22.0
20160110,17,58,,9892,87,70.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160110,18,57,47.0,9892,90,70.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0
20160110,19,63,,9898,89,70.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160110,20,66,,9892,86,70.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160110,21,67,,9895,76,75.0,7.0,0.0,0.0,0.0,0.0,0.0,
20160110,22,62,,9898,79,75.0,7.0,0.0,0.0,0.0,0.0,0.0,
20160110,23,56,,9901,84,70.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160110,24,48,37.0,9902,88,70.0,1.0,0.0,0.0,0.0,0.0,0.0,
20160111,1,43,,9897,93,65.0,6.0,0.0,0.0,0.0,0.0,0.0,
20160111,2,43,,9895,94,65.0,5.0,0.0,0.0,0.0,0.0,0.0,
20160111,3,40,,9889,94,65.0,7.0,0.0,0.0,0.0,0.0,0.0,
20160111,4,43,,9882,94,62.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160111,5,37,,9876,94,59.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0
20160111,6,36,27.0,9868,94,64.0,7.0,0.0,0.0,0.0,0.0,0.0,
20160111,7,37,,9861,94,60.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160111,8,44,,9856,93,65.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160111,9,40,,9853,94,65.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160111,10,47,,9849,93,65.0,8.0,0.0,1.0,0.0,0.0,0.0,51.0
20160111,11,51,,9844,91,61.0,8.0,0.0,1.0,0.0,0.0,0.0,81.0
20160111,12,55,29.0,9833,96,50.0,8.0,0.0,1.0,0.0,0.0,0.0,52.0
20160111,13,59,,9826,97,28.0,8.0,0.0,1.0,0.0,0.0,0.0,53.0
20160111,14,67,,9820,94,65.0,8.0,0.0,1.0,0.0,0.0,0.0,22.0
20160111,15,66,,9819,93,65.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0
20160111,16,67,,9821,93,65.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160111,17,72,,9823,88,68.0,8.0,0.0,1.0,0.0,0.0,0.0,22.0
20160111,18,69,54.0,9825,90,70.0,8.0,0.0,1.0,0.0,0.0,0.0,81.0
20160111,19,74,,9831,84,70.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160111,20,70,,9838,81,70.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160111,21,67,,9847,80,75.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0
20160111,22,66,,9855,81,70.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160111,23,67,,9861,78,75.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160111,24,68,60.0,9868,77,75.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0
20160112,1,70,,9875,75,75.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160112,2,71,,9881,79,75.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160112,3,72,,9889,78,75.0,7.0,0.0,0.0,0.0,0.0,0.0,
20160112,4,71,,9894,78,75.0,7.0,0.0,0.0,0.0,0.0,0.0,
20160112,5,71,,9898,76,75.0,7.0,0.0,0.0,0.0,0.0,0.0,
20160112,6,71,52.0,9904,79,75.0,8.0,0.0,1.0,0.0,0.0,0.0,51.0
20160112,7,72,,9910,76,75.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160112,8,62,,9917,85,61.0,8.0,0.0,1.0,0.0,0.0,0.0,81.0
20160112,9,73,,9923,82,70.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160112,10,75,,9928,80,73.0,7.0,0.0,0.0,0.0,0.0,0.0,
20160112,11,65,,9931,85,64.0,7.0,0.0,1.0,0.0,0.0,0.0,81.0
20160112,12,72,55.0,9933,80,63.0,8.0,0.0,1.0,0.0,0.0,0.0,81.0
20160112,13,71,,9935,78,67.0,7.0,0.0,1.0,0.0,0.0,0.0,51.0
20160112,14,64,,9936,88,62.0,8.0,0.0,1.0,0.0,0.0,0.0,81.0
20160112,15,65,,9939,88,70.0,8.0,0.0,1.0,0.0,0.0,0.0,81.0
20160112,16,62,,9943,86,67.0,8.0,0.0,1.0,0.0,0.0,0.0,61.0
20160112,17,62,,9945,82,70.0,7.0,0.0,1.0,0.0,0.0,0.0,23.0
20160112,18,64,48.0,9948,76,75.0,6.0,0.0,1.0,0.0,0.0,0.0,23.0
20160112,19,56,,9952,84,70.0,7.0,0.0,1.0,0.0,0.0,0.0,81.0
20160112,20,65,,9953,82,70.0,7.0,0.0,1.0,0.0,0.0,0.0,23.0
20160112,21,73,,9956,75,75.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0
20160112,22,69,,9963,85,67.0,8.0,0.0,1.0,0.0,0.0,0.0,81.0
20160112,23,59,,9961,90,56.0,8.0,0.0,1.0,0.0,0.0,0.0,82.0
20160112,24,73,47.0,9973,88,64.0,8.0,0.0,1.0,0.0,0.0,0.0,61.0
20160113,1,75,,9987,88,65.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160113,2,72,,10012,85,65.0,8.0,0.0,1.0,0.0,0.0,0.0,81.0
20160113,3,67,,10029,85,60.0,8.0,0.0,1.0,0.0,0.0,0.0,61.0
20160113,4,65,,10049,82,65.0,8.0,0.0,1.0,0.0,0.0,0.0,81.0
20160113,5,65,,10063,79,75.0,8.0,0.0,1.0,0.0,0.0,0.0,81.0
20160113,6,65,53.0,10077,82,70.0,8.0,0.0,1.0,0.0,0.0,0.0,81.0
20160113,7,61,,10087,83,70.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160113,8,66,,10096,77,75.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160113,9,63,,10108,85,67.0,8.0,0.0,1.0,0.0,0.0,0.0,81.0
20160113,10,54,,10117,91,61.0,8.0,0.0,1.0,0.0,0.0,0.0,61.0
20160113,11,55,,10123,92,61.0,8.0,0.0,1.0,0.0,0.0,0.0,57.0
20160113,12,54,49.0,10120,86,60.0,8.0,0.0,1.0,0.0,0.0,0.0,81.0
20160113,13,65,,10129,78,75.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160113,14,62,,10132,75,75.0,6.0,0.0,0.0,0.0,0.0,0.0,
20160113,15,59,,10135,73,75.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
