default,student,balance,income
0,0,278.877902520137,37188.6683650846
0,0,758.702327534491,36625.9895523394
0,0,620.339679439371,22803.7410338396
0,1,1890.16741147529,18402.4648845956
0,0,0.0,28951.451895157203
0,1,1329.1988422159402,23184.0155485336
0,0,1075.86377237476,44128.6282564037
0,0,618.527509222818,54956.9905446621
0,0,1111.0865758202,27466.8936820066
0,0,864.039743518541,45881.930205630706
0,0,895.229809614619,48512.4556411759
0,1,954.0304336886079,21908.527156243603
0,0,947.634932740896,46813.516308095706
0,0,267.303727744013,23117.9286733782
0,1,1366.8057832287,23913.2088013083
0,0,624.731883509283,38325.1737553638
0,0,13.679382669679999,25221.6376687793
0,0,785.866485650099,44778.0157756766
0,1,1353.09384569505,18933.4961949702
0,0,480.32126391483,25553.262851518797
0,0,0.0,29507.313246921804
0,1,1221.97124290595,17916.8560894888
0,1,1184.93652302344,25108.756711813
0,1,478.572055604816,27512.3448997584
0,0,221.69046189335498,34786.1013515581
0,0,578.387621687668,41054.138661927704
0,1,1361.45843240672,19576.957131991898
0,1,977.848095602787,19731.9609897188
0,0,1184.4252448815303,36887.439966855
1,1,1118.70103943078,21848.4429000063
1,0,1119.09724476071,37224.5678135129
0,0,776.3499793073661,31329.4848506225
0,0,1322.2970910843599,51792.4023687088
0,0,878.0264575919459,27438.585115052003
0,0,1268.37951467727,16921.1808790391
0,0,0.0,32611.3730692625
0,0,0.0,37262.5740938171
0,1,366.78695731406305,25833.0630989749
0,0,747.5610363778751,39898.7690858912
0,0,1787.2851437260001,37499.0935479677
0,1,1929.44698025845,14995.4921684901
0,0,987.14289095702,27961.3196085338
0,1,856.357368420521,20758.2146891725
0,0,1101.14970709405,18153.8443165945
0,0,704.184519980701,31515.9816788054
0,0,555.623436676053,40837.7316360849
0,0,1073.49826059844,44764.1105476201
0,0,1126.2230230127,32842.6523719603
0,1,649.773318564214,15708.296381202701
0,0,977.657620997298,43743.4967298485
0,0,1049.8899642061301,42637.5110638279
0,1,1383.5663330639002,15764.345875927
0,1,1095.46573957961,14065.167568003799
0,0,1089.3717909992,30224.596130462203
0,0,605.2209683061441,21792.321519971698
0,0,1033.88539901665,49262.0453292257
0,0,1604.72055375478,38186.9850695393
0,0,826.327025939312,24679.715044052
0,1,1176.14682328504,16670.6807862768
0,1,1275.02319938737,19937.0980337404
0,1,1290.28314005644,23538.9441422913
0,0,1133.4741993193302,51414.495955875194
0,0,837.412566855277,37400.4928845625
0,1,379.082166688415,18280.3670338005
0,1,1134.1662784980301,12453.3635924034
0,0,0.0,39120.0847898987
0,0,1491.17480280474,59394.3830781267
0,1,1695.35958565634,9582.94189712211
0,0,705.5733276387201,54589.23986840941
0,0,239.193366265676,33743.226552488595
0,1,1183.71064142778,12428.6145139245
0,0,898.761838912064,38267.08157841
0,1,1524.2904004493398,11719.593479098501
0,0,777.0237374180381,35115.0185512798
0,0,1394.79581919528,26074.934364367204
0,1,0.0,20476.1557245306
0,0,62.5715751601826,47946.7670938155
1,0,1981.45181538436,28127.895473312597
0,0,514.054034777825,50053.261925800995
0,0,722.788038958828,53714.186065152004
0,0,152.866304156592,33716.8640608
0,0,293.184772853638,35390.2875967122
0,0,0.0,38613.6204965308
0,1,645.3668572291299,17878.3643114477
0,1,1515.1528330504502,26046.772083109703
0,1,767.439505481761,18846.489221233798
0,1,491.879747053414,21715.226298098998
0,0,0.0,41389.4352722328
0,0,0.0,34589.4880601879
0,0,509.15516410599406,40132.6592071943
0,1,965.587370085486,16440.0996975194
0,1,1868.5400723074697,20489.5981077627
0,0,403.49720580419,41803.7781625719
0,0,593.14362506876,37670.9350241925
0,0,0.0,44547.8655465918
0,0,742.290015884451,39367.1933081303
0,1,1110.10045653192,13013.610567213602
0,0,771.551295297819,49440.401294468604
0,0,624.3388914975831,42492.7530686958
0,1,499.957229779348,22884.9525653222
0,0,1088.63752037344,60650.0361323175
0,0,1556.49192796768,49669.6688731681
0,1,797.0843357314079,23558.683082366202
0,0,415.99250259786004,38215.6780429903
0,1,538.232681166002,26833.039629782797
0,1,1181.9347023996302,21086.0820079429
0,1,836.0206886270739,9271.78992423107
0,0,104.44321507779199,46928.0054911712
0,0,564.209478577945,53196.6230194221
0,1,804.53940215468,25091.460766250602
0,0,1028.9536402332699,21218.3035199452
0,0,748.746583667659,8983.85690177194
0,0,66.6320807349912,28735.9741149412
0,0,452.80222889825797,48034.2377125974
0,1,798.4605101136669,27724.0657528508
0,1,1941.90292814168,23467.126966093998
0,0,1446.1010119151501,22996.4323020653
0,0,761.0640982905189,61580.034125346
0,0,1350.17272835748,43147.4555837922
0,0,380.950200559961,36943.361994060695
0,1,1602.84960709395,15906.466797439
0,0,147.61011548848,37588.5626099252
0,0,0.0,36283.0801271054
0,1,733.072512376335,18818.1673820965
0,1,1082.74797626804,26096.3370339348
0,0,779.6573003104761,40804.4757033746
0,0,994.158712170624,65254.0757961504
0,0,769.181374128886,50070.7815461683
0,1,684.0985190962281,4985.1691133645
0,0,442.56330169432,27898.4653945517
1,0,1717.07159258608,38408.8909167269
0,0,0.0,36302.528437156
0,0,1092.3458648539802,44717.0125770421
0,0,497.33495411575996,35146.798773369504
0,1,1149.68065499451,16907.7007441301
1,0,1465.21016364328,58699.983197519694
0,0,565.3176041570559,41789.6110016585
0,1,922.137890502439,12224.185170198301
0,1,175.59938060483998,11510.0578678315
0,0,1024.94681888114,49675.560419035195
0,0,596.885432303659,54091.624759736
0,0,750.410484208866,53084.907480663096
0,1,790.870027432839,14183.9700258003
0,0,112.32787249754101,42386.0485550432
0,1,738.394487315734,16093.2845506875
0,0,1157.8555606887198,54419.8085690598
0,0,1213.2431492552198,45149.516318112
0,0,1339.6262041855,41656.002892982404
0,0,588.312430203572,56520.9625106958
0,0,721.808132499821,56375.7219879443
0,0,680.8207189734279,43843.4741174494
0,1,815.4065708734869,12071.7624998357
0,0,1042.50711204107,37170.1090492838
0,1,663.249868122172,20454.616549328603
0,1,1478.61854506445,18026.4710989649
0,0,337.756753994278,33655.5724347316
0,1,1273.55071961651,23126.636199114102
0,0,114.179725877987,49562.989265344004
0,0,0.0,52295.6009297642
0,1,1516.31768923235,26377.5934939198
0,1,898.1146731086129,24164.751100740898
0,0,790.590582117334,48219.5944665748
0,0,0.0,29072.7214938039
0,0,1273.24483033059,49136.474195868395
0,0,1279.2004483305,36063.114108959
0,1,732.7193808889721,14568.7474096201
1,0,1763.5790878946102,46227.074542135706
0,1,1280.41844842492,16310.9055269133
0,0,1529.93799536515,36912.8973015701
0,1,345.46763647638903,18251.4945592886
0,0,197.989403751685,33723.9857591643
1,1,1770.96944052649,15975.5371965119
0,1,639.3719435410691,17037.0547998481
0,0,238.81464385707199,23526.7109062151
0,0,390.555843076737,45338.357214774005
0,1,830.1715111069819,19476.587579080402
0,1,1378.8760756438098,21613.578470166
0,0,242.40344931582501,37364.4230927587
0,0,1236.54749355223,36211.4903618167
0,0,1063.7749366931098,34914.275254552296
0,0,126.923178973913,33819.1433220656
0,0,758.465501261611,38018.1456896637
0,0,908.931458644613,68758.8783988945
0,0,558.518342410987,46297.4254108936
0,0,1819.2423333921104,36969.5525152008
0,1,1110.6817440054901,19327.5750379268
0,0,723.2433746699929,43459.011854297794
0,0,972.031864031495,18510.946033198
0,0,696.0144306496429,40741.4202403335
0,1,1178.24890887526,29362.604609009
0,1,329.558510877062,19371.8120916883
0,1,792.529238472827,14546.30176771
0,0,1246.03775769599,33691.7213091022
0,0,591.760776481539,41670.257382541
0,0,244.08113880079102,24854.249823643502
0,0,1038.54836006039,49944.8651506496
0,0,679.0745867961531,49488.5639815129
0,0,1061.4158360019999,40585.2216446978
0,1,1268.24069091931,11914.5782684287
0,1,955.5336858197951,14736.7208791128
0,0,1115.82062964092,27882.809264398198
0,1,601.163260610188,22029.193517155498
0,0,1097.60003894511,52286.4318229537
0,0,1042.78307264667,45982.9663185287
0,1,1321.44305286527,8624.110688742809
0,0,1052.39326016205,37637.6593074495
0,0,687.9517010624339,27604.0792714302
0,1,566.460512626349,24828.2659835652
0,0,769.414224037938,35071.1665353159
0,0,955.1353421032001,26372.985815295
0,0,643.409526464766,28660.140168502203
0,0,0.0,42745.3020131405
0,0,437.636062596235,45384.0474502375
0,0,1278.86564161404,34673.1709932026
0,0,1639.3905719662698,30624.775928491803
0,0,891.6437372657739,36470.8283401861
0,1,316.459048313239,18813.9402088352
0,0,622.929507387178,48874.555768046106
0,0,107.277526758955,42287.302862052406
0,1,990.5432157739549,12398.4906038395
0,0,0.0,45659.99570261849
0,0,0.0,33119.9553306198
0,0,591.21848728877,35287.8245843759
0,1,928.060078265644,21121.844832818602
0,0,304.599223898782,40785.9891775391
0,0,235.939497686815,31336.5101185978
0,1,1108.05351768099,10853.2309395985
0,0,687.306396976996,24563.7576757258
0,0,60.18603612633161,39864.863550390095
0,0,0.0,34648.9725974223
0,0,272.893257145115,58730.5728615017
1,0,1531.71645931978,43930.4000955678
0,0,949.608648513314,47702.5737457984
0,0,561.916178455117,35080.579243822096
0,0,468.13252219699405,25231.346234495697
0,1,993.1081699918469,12215.9468218066
0,0,0.0,31314.6950884232
0,1,759.478369178202,12710.7209232412
0,0,1340.7872092965301,36440.228321622795
0,1,1521.46339550225,15210.474069456799
0,0,133.743344349705,30457.0163661004
1,0,780.172569171513,51656.8740637741
0,0,839.9154583495889,22884.793017068998
0,0,913.505872937903,36670.854223035094
0,0,924.881441457044,35712.6379057533
0,0,1197.83150461167,54652.3092984374
0,0,49.209665896013206,30451.152858766
0,0,970.716096585793,48387.648617342005
0,0,783.0574005402581,54082.424084522194
0,1,465.062888613853,20379.0620895269
0,0,0.0,39337.7499765406
0,1,732.264267594484,21986.045453650502
0,0,576.091261344071,37679.6985892523
0,1,588.991056252216,16309.8754485617
0,0,863.1407178311639,43779.4778545985
0,0,857.575733973881,49675.3703182707
0,0,361.50173106112504,33674.8902393376
0,0,891.1554270666729,36023.0850073461
0,0,918.1222059654469,44738.5560304555
0,0,1335.02801828106,21150.8559447406
0,0,421.40084342513,39873.521744534104
0,1,743.636144477128,18883.9715059268
0,0,773.740372463441,41872.4947626065
0,0,731.3934721696,45251.881920967804
0,0,964.1889226850051,36330.3945986058
0,1,350.015184264179,17657.1726575117
0,0,1206.6613620544902,37125.5913512782
0,0,1051.94757326739,52888.185096332694
0,0,454.76037067783096,45572.17248448599
0,0,932.665307535504,42758.6007035183
0,0,535.745846468796,36259.4637552901
0,0,241.80525216874,41186.1828072136
0,0,1026.5067098023899,42042.1679417363
0,1,187.679885571478,18278.833967134
0,0,197.53832147914298,58646.927804709805
0,0,585.7080882593609,43288.4003826895
0,1,1947.0224011617602,12147.046409164499
0,0,829.5475974922681,39717.5376088077
0,0,196.9384595398,35488.448883587596
0,0,591.8636190185559,31438.7760126708
0,0,0.0,39742.105457955295
0,1,1008.2916186761901,11939.2952561454
0,1,1052.2274777406199,17410.751592587
0,0,331.680526736089,49756.171011055594
0,0,913.107203974466,29414.6521751635
0,1,561.391612168585,21747.2631759341
0,0,246.955462978737,47692.894249517594
0,0,578.978610085742,46304.717476204
0,0,557.80877712832,62352.846074564295
0,1,788.251751590529,10418.1828574391
0,0,1060.80742927021,39174.0563607053
0,1,1247.9070287109,19816.720143272
0,0,1184.36072325231,34259.9901986231
0,0,1024.57823828863,33071.5499188853
0,0,1080.29165556776,43367.899566873595
0,0,540.279044842846,26267.156349509503
0,0,1448.83546537495,33835.7362563617
0,1,561.1940352840099,27421.1112560912
0,0,1191.4803065890899,30040.5721479464
0,0,565.138987531877,38202.5839366837
0,0,482.98219522044997,35845.192831506
0,0,950.350093348717,37486.2495546276
0,1,350.702913455224,21235.360416199
1,1,1551.0234688605499,19027.5086325602
0,0,981.596275086756,37747.9133548875
0,0,1442.12980525117,10921.6150280099
0,0,1060.3358600878698,56607.2539731991
0,0,1154.89079229674,61794.346333365706
0,1,544.139769261479,20056.828543898002
0,0,1137.1754542272502,27588.9333054472
