Pclass,Sex,Age_clean,Family_cnt,Fare_clean_tr,Cabin_ind,Title
3,1,20.0,0,1.5101510578167705,0,11
3,1,28.0,0,2.2408007055327177,0,11
3,1,36.0,0,0.0,0,11
3,1,29.69911764705882,0,1.5176064932892266,0,11
1,0,24.0,5,3.014685687666117,1,8
3,1,28.5,0,1.4853132250847014,0,11
3,0,24.0,3,1.8068561969239882,0,12
2,1,42.0,0,1.6702776523348104,0,14
1,1,54.0,1,2.3857330771281977,1,11
3,1,25.0,0,1.5057999125305377,0,11
3,1,7.0,5,2.0880012221280344,0,7
3,1,25.0,1,1.7786233949266408,0,11
3,0,27.0,1,1.656563586916615,1,12
3,0,24.0,1,1.7378242505455312,0,12
3,1,29.69911764705882,0,1.4861669577303998,0,11
2,0,28.0,0,1.6611853985484897,0,12
3,1,19.0,0,1.7071575395958585,0,11
3,1,22.0,0,1.4861669577303998,0,11
3,0,29.69911764705882,0,1.4851405983548165,0,12
3,0,29.69911764705882,10,2.3359278624155344,0,8
1,1,42.0,0,1.9228697050094496,1,11
2,1,50.0,0,1.6702776523348104,0,11
2,1,3.0,2,1.7972159093690117,0,7
1,1,29.69911764705882,0,2.9607778604132067,0,11
3,0,18.0,2,1.7826024579660034,0,8
3,1,18.0,2,1.5101510578167705,0,11
1,1,44.0,2,2.4595094858493645,1,3
1,1,29.69911764705882,0,1.97435048583482,1,11
1,1,29.69911764705882,0,2.115792977411307,0,11
3,1,29.69911764705882,1,1.8905293628517983,0,11
3,1,16.0,0,1.5070930932320792,0,11
3,1,29.69911764705882,0,1.4887205242688593,0,11
3,1,22.0,0,1.5117473912278288,0,11
2,0,4.0,2,1.8721712305548568,0,8
2,1,29.69911764705882,0,1.6702776523348104,0,11
3,1,24.0,0,1.481700135453066,0,11
2,0,30.0,0,1.6532304339717367,0,8
3,0,29.0,2,1.7243683526637668,0,12
3,1,24.0,0,1.5687174265360495,0,11
1,0,45.0,2,2.7760455575207867,0,12
2,0,32.0,0,1.6702776523348104,0,12
3,1,21.0,0,1.5128638802220769,0,11
1,1,35.0,0,3.014685687666117,1,11
3,0,29.69911764705882,10,2.3359278624155344,0,8
3,1,29.69911764705882,2,1.8762235871661008,0,11
1,1,36.0,1,3.014685687666117,1,11
3,0,41.0,5,2.0880012221280344,0,12
3,0,23.0,0,1.4982676079809925,0,8
3,1,34.0,2,1.7047963168076516,0,11
2,0,29.69911764705882,0,2.0123466170855586,0,8
3,1,29.69911764705882,0,1.8905293628517983,0,11
3,0,15.0,0,1.4851405983548165,0,8
3,1,29.69911764705882,0,1.5176064932892266,0,11
3,0,18.0,0,1.5070930932320792,0,8
3,1,30.0,0,1.5176064932892266,0,11
2,1,32.0,2,2.3618780376616875,0,11
3,1,4.0,5,1.96269667532106,0,7
3,1,2.0,5,1.96269667532106,0,7
3,1,29.69911764705882,0,1.5176064932892266,0,11
3,1,29.69911764705882,2,1.8501572863118958,0,11
1,0,48.0,0,1.91759912791016,1,12
3,1,31.0,0,1.5061226525730975,0,11
1,1,47.0,0,2.0246450888938408,1,11
3,0,26.0,1,1.7432720823741534,0,12
3,1,9.0,7,2.1589101519708302,0,7
3,1,19.0,0,1.5176064932892266,0,11
3,1,29.69911764705882,0,1.5176064932892266,0,11
3,1,22.0,0,1.5637319948690074,0,11
3,1,29.69911764705882,0,1.4851405983548165,0,11
2,1,28.0,1,2.0123466170855586,0,14
2,0,24.0,5,1.7972159093690117,0,12
3,1,17.0,0,1.5400281152322484,0,11
3,1,29.69911764705882,1,1.7300806134344884,0,11
3,0,29.69911764705882,4,1.9107089348696944,0,8
3,1,21.0,0,1.5176064932892266,0,11
1,1,51.0,0,1.926694710508685,1,11
3,0,3.0,4,1.8397275698182904,0,8
3,0,0.75,3,1.8068561969239882,0,8
3,1,29.69911764705882,0,1.4853132250847014,0,11
3,1,34.0,0,1.5176064932892266,0,11
2,0,18.0,1,1.8721712305548568,0,8
1,0,44.0,0,1.9433953171183056,1,12
3,1,29.69911764705882,0,1.7071575395958585,0,11
3,1,29.69911764705882,0,1.5687174265360495,0,11
3,0,37.0,0,1.5715965812024535,0,8
2,1,21.0,1,1.629819719346329,0,11
1,1,36.0,1,2.3953023442886727,1,11
3,1,32.0,0,1.5128638802220769,0,11
3,0,29.69911764705882,3,1.8794404489039271,0,8
3,1,26.0,0,1.5070930932320792,0,11
1,1,65.0,0,1.97435048583482,1,11
3,1,55.5,0,1.5176064932892266,0,11
2,1,60.0,2,2.080716549261844,0,11
3,1,29.69911764705882,0,1.5054730020960585,0,11
3,1,18.0,0,1.5070930932320792,0,11
3,0,14.5,1,1.7060777218137082,0,8
2,1,19.0,0,1.6004343344404717,0,11
2,0,4.0,3,2.080716549261844,1,8
3,1,33.0,0,1.5397328855616323,0,11
3,1,21.0,0,1.5054730020960585,0,11
3,0,10.0,2,1.8905293628517983,0,8
2,1,47.0,0,1.7187719275874789,0,11
3,0,2.0,6,1.9908542366373856,0,8
2,0,29.0,1,1.9186451916253064,0,12
1,0,22.0,1,2.3157669197586563,1,12
3,1,28.0,1,1.7378242505455312,0,11
1,1,29.69911764705882,0,1.970385894621976,1,11
3,1,26.0,0,1.7979342213128344,0,11
3,1,33.0,0,1.5687174265360495,0,11
2,0,27.0,0,1.6004343344404717,1,8
3,0,27.0,2,1.6192905536180733,0,12
2,1,34.0,0,1.6702776523348104,0,11
3,1,29.69911764705882,0,1.4853132250847014,0,11
1,1,30.0,0,1.9438045639530088,1,11
3,1,30.0,1,1.7432720823741534,0,11
2,0,29.69911764705882,0,1.6532304339717367,1,8
3,1,29.69911764705882,0,1.5070930932320792,0,11
1,0,53.0,2,2.1995121120457117,1,12
3,1,32.0,0,1.5128638802220769,0,11
2,1,52.0,0,1.6702776523348104,0,11
1,1,52.0,2,2.400143212074232,1,11
3,0,39.0,6,1.9908542366373856,0,12
1,0,2.0,3,2.7296765455688243,1,8
3,1,44.0,0,1.5128638802220769,0,11
2,1,51.0,0,1.6578893697963042,0,14
2,1,39.0,0,1.9186451916253064,0,11
1,1,46.0,0,2.397425036114708,1,11
1,1,17.0,2,2.5643259572237604,1,11
3,1,30.0,0,1.5176064932892266,0,11
3,0,9.0,4,2.028843469405813,0,8
3,1,27.0,0,1.5078985992178089,0,11
3,1,21.0,0,1.5400281152322484,0,11
3,1,29.69911764705882,0,2.2408007055327177,0,11
3,1,26.0,0,1.5117473912278288,0,11
3,1,3.0,2,1.7389192887497669,0,7
2,1,48.0,0,1.6702776523348104,0,11
1,0,36.0,0,2.6697664164667194,1,8
3,0,29.69911764705882,1,1.7300806134344884,0,12
2,0,32.5,0,1.6702776523348104,1,8
1,0,33.0,0,2.4400752592578163,1,16
2,0,22.0,3,2.1075370871655457,0,12
3,1,19.0,0,1.4650780257917608,0,11
3,1,65.0,0,1.5070930932320792,0,11
3,1,42.0,1,1.5307324038271908,0,11
1,0,40.0,0,2.7365315134405868,1,8
3,0,35.0,2,1.8250930256796167,0,12
3,0,24.0,0,1.5466379209489176,0,8
3,1,39.0,0,1.5128638802220769,0,11
2,1,32.5,1,1.9752815008003481,0,11
2,1,1.0,3,2.080716549261844,1,7
3,1,34.0,0,1.4538731930737308,0,11
1,1,64.0,5,3.014685687666117,1,11
3,0,25.0,0,1.5070930932320792,0,8
3,0,29.69911764705882,0,1.5176064932892266,0,12
3,1,1.0,3,1.8309140981238017,0,7
3,1,45.0,0,1.4747175287817191,0,11
2,1,31.0,2,1.92232078407926,0,11
3,0,21.0,1,1.5793068236286465,0,8
3,1,25.0,0,1.5117473912278288,0,11
1,0,15.0,1,2.9173955295624148,1,8
3,1,26.0,0,1.5114294302204534,0,11
2,1,30.0,0,1.6004343344404717,0,11
1,0,24.0,0,2.334246127149304,1,9
2,1,35.0,0,1.6004343344404717,0,11
2,1,65.0,0,1.6004343344404717,0,11
1,1,29.69911764705882,0,0.0,1,11
3,1,21.0,0,1.7432720823741534,0,11
3,0,18.0,1,1.5637319948690074,0,12
3,0,29.69911764705882,0,1.5208913865756826,0,8
3,1,1.0,7,2.1589101519708302,0,7
3,0,29.69911764705882,10,2.3359278624155344,0,8
3,1,26.0,0,2.2408007055327177,0,11
3,1,25.0,1,1.5070930932320792,0,11
2,1,29.69911764705882,0,0.0,0,11
3,1,20.0,0,1.5687174265360495,0,11
1,0,54.0,1,2.3917479178865846,1,8
3,1,22.0,0,1.5176064932892266,0,11
2,1,59.0,0,1.6829327181692992,0,11
2,0,54.0,4,1.8721712305548568,0,12
1,1,27.0,0,1.9808882133555448,0,11
1,1,31.0,1,2.2039445754429603,1,11
1,1,22.0,0,2.6697664164667194,0,11
1,1,33.0,0,1.3797296614612151,1,11
3,1,6.0,1,1.656563586916615,1,7
3,0,5.0,6,1.9922844494899752,0,8
1,1,39.0,0,0.0,1,11
3,1,24.5,0,1.5176064932892266,0,11
2,1,54.0,0,1.6952182030724354,0,3
3,1,29.69911764705882,0,1.4982676079809925,0,11
3,1,29.69911764705882,0,1.5117473912278288,0,11
3,1,30.0,0,1.4853132250847014,0,11
3,0,29.69911764705882,0,1.5111112014285388,0,8
1,0,35.0,0,3.014685687666117,0,8
1,0,21.0,0,2.389860064162019,1,8
1,1,32.0,0,1.9808882133555448,1,3
3,1,16.0,0,1.5687174265360495,0,11
3,0,22.0,0,1.4861669577303998,0,8
3,1,29.69911764705882,0,1.5117473912278288,0,11
1,1,38.0,1,2.4595094858493645,1,11
3,1,29.69911764705882,10,2.3359278624155344,0,11
2,1,25.0,1,1.9186451916253064,0,11
2,0,33.0,3,1.9438045639530088,0,12
3,0,29.69911764705882,1,1.7432720823741534,0,12
1,1,18.0,1,2.5550863153165126,1,11
3,1,29.69911764705882,1,1.7432720823741534,0,11
3,1,29.69911764705882,0,1.5117473912278288,0,11
3,1,2.0,5,2.0880012221280344,0,7
3,1,0.42,1,1.53480876217211,0,7
2,1,26.0,0,1.6004343344404717,0,11
3,1,41.0,0,1.4810065311433624,0,11
1,1,48.0,1,2.3822763210228204,1,11
2,0,48.0,3,2.3045316198021406,0,12
1,0,48.0,1,2.0870797156498897,1,5
3,1,4.0,6,1.9908542366373856,0,7
1,0,39.0,1,2.236054381834505,1,12
3,0,33.0,3,1.7378242505455312,0,12
2,1,29.0,0,1.6004343344404717,0,11
1,1,49.0,2,2.5643259572237604,1,11
3,1,29.69911764705882,10,2.3359278624155344,0,7
3,1,29.69911764705882,0,1.4853132250847014,0,11
1,1,42.0,1,2.2039445754429603,0,11
1,0,36.0,2,2.345587668505003,1,8
1,1,61.0,0,2.018408011896243,1,11
3,0,18.0,0,1.4650780257917608,0,8
3,0,18.0,0,1.4961102490661968,0,8
2,1,0.67,2,1.7071575395958585,0,7
3,1,32.0,0,2.2408007055327177,0,11
3,1,29.69911764705882,0,1.5176064932892266,0,11
3,1,29.69911764705882,0,1.5176064932892266,0,11
3,0,29.69911764705882,1,1.7060777218137082,0,8
3,1,16.0,0,1.5176064932892266,0,11
1,1,31.0,1,2.244786134364092,1,11
1,1,48.0,0,1.926694710508685,1,11
3,1,22.0,0,1.4851405983548165,0,11
3,0,13.0,0,1.4853132250847014,0,8
3,1,32.0,1,1.7378242505455312,0,11
3,1,28.0,2,1.5128638802220769,0,11
2,1,46.0,0,1.9186451916253064,0,11
3,1,28.0,0,1.5078985992178089,0,11
2,1,42.0,1,1.9331820449317632,0,11
3,1,35.0,0,1.5176064932892266,0,11
3,0,2.0,5,1.9459014453829317,0,8
3,0,31.0,0,1.5407669749834547,0,12
3,0,29.69911764705882,1,1.7300806134344884,0,8
3,1,29.69911764705882,0,1.5117473912278288,0,11
2,0,19.0,1,1.9186451916253064,0,12
3,1,20.0,0,1.5400281152322484,0,11
3,1,14.0,7,2.1589101519708302,0,11
2,0,34.0,1,1.8721712305548568,0,12
3,0,29.69911764705882,0,1.5056364928034152,0,8
3,0,29.69911764705882,0,1.5061226525730975,0,8
3,1,51.0,0,1.5061226525730975,0,11
3,0,29.69911764705882,0,1.5013978859511077,0,8
3,0,29.69911764705882,0,1.5061226525730975,0,8
3,0,29.69911764705882,0,1.5061226525730975,0,8
3,1,28.0,0,1.5687174265360495,0,11
2,1,25.0,0,1.6702776523348104,0,11
1,1,19.0,5,3.014685687666117,1,11
3,1,35.0,0,1.5117473912278288,0,11
1,0,35.0,1,2.4227649690880897,1,12
3,1,9.0,2,1.7389192887497669,0,7
3,1,20.0,0,1.3203315742802268,0,11
2,1,42.0,0,1.6702776523348104,0,11
2,1,30.0,0,1.6702776523348104,0,11
2,1,29.69911764705882,0,0.0,0,11
3,1,21.0,0,1.5078985992178089,0,11
3,1,47.0,0,1.4861669577303998,0,11
1,0,25.0,3,2.7296765455688243,1,12
3,1,16.0,0,1.5592476217743834,0,11
1,1,45.0,1,2.4227649690880897,1,11
3,1,38.0,0,1.5400281152322484,0,11
1,1,56.0,0,2.041952666077473,1,1
3,0,29.69911764705882,2,1.861605939162916,1,8
1,1,31.0,0,2.191043759719629,1,11
1,0,30.0,0,2.478348193501527,1,8
1,1,29.69911764705882,0,1.9433953171183056,0,11
3,0,14.0,0,1.5101510578167705,0,8
3,0,16.0,0,1.5054730020960585,0,8
3,0,40.0,1,1.567890915314925,0,12
1,1,55.0,0,1.9808882133555448,1,11
3,1,19.0,0,1.5070930932320792,0,11
1,1,45.0,0,1.926694710508685,0,11
1,0,36.0,3,2.605171084697352,1,12
3,0,27.0,0,1.5128638802220769,0,8
1,0,49.0,1,2.3822763210228204,1,12
1,0,41.0,0,2.6652899203066687,1,8
1,1,19.0,1,2.213191044542816,1,11
3,1,33.0,0,1.5070930932320792,0,11
1,1,27.0,1,2.213191044542816,1,11
1,1,29.69911764705882,0,1.9433953171183056,0,11
1,1,35.0,0,1.9228697050094496,1,11
3,0,29.0,2,1.599289530454204,1,12
2,0,30.0,3,1.838416287252544,0,12
3,1,34.0,0,1.5176064932892266,0,11
3,1,29.0,0,1.5117473912278288,0,11
1,0,19.0,0,1.97435048583482,1,8
1,0,35.0,0,2.6697664164667194,1,8
3,1,29.69911764705882,10,2.3359278624155344,0,11
2,0,40.0,0,1.7356258573562682,0,12
1,1,62.0,0,1.926694710508685,0,11
3,0,25.0,1,1.5128638802220769,0,8
3,1,26.0,0,1.5176064932892266,0,11
3,0,18.0,1,1.7060777218137082,0,8
2,1,34.0,1,1.838416287252544,0,11
3,1,48.0,0,1.5101510578167705,0,11
3,1,28.0,0,1.5117473912278288,0,11
3,1,24.0,2,1.8905293628517983,0,11
2,0,17.0,0,1.6437518295172258,0,8
1,0,38.0,1,2.3474565330998125,1,12
3,1,29.69911764705882,0,1.4853132250847014,0,11
3,1,40.0,0,1.5117473912278288,0,11
3,1,22.0,0,1.5518455739153598,0,11
3,0,2.0,1,1.599289530454204,1,8
1,1,28.0,1,2.415146629865549,0,11
3,1,18.0,0,1.5061226525730975,0,11
3,1,28.0,0,1.864373665876108,0,11
2,0,19.0,0,1.9186451916253064,0,8
3,1,29.69911764705882,0,1.5176064932892266,0,11
1,0,60.0,1,2.3730194664447053,1,12
3,1,20.0,0,1.5101510578167705,0,11
1,1,45.0,0,2.041952666077473,1,11
3,0,29.69911764705882,0,1.5176064932892266,0,8
2,0,24.0,0,1.6702776523348104,1,8
3,1,29.69911764705882,0,1.5061226525730975,1,11
3,0,29.69911764705882,1,1.7300806134344884,0,8
3,1,39.0,6,1.9908542366373856,0,11
3,0,26.0,0,1.5101510578167705,0,8
2,0,24.0,3,1.9331820449317632,0,12
2,0,36.0,0,1.6702776523348104,0,8
1,1,37.0,1,1.970385894621976,1,11
1,0,29.69911764705882,1,2.2288073840335185,1,12
2,1,28.0,0,1.6004343344404717,0,11
3,1,19.0,0,1.5117473912278288,0,11
3,1,43.0,0,1.4518172188753904,0,11
1,1,25.0,1,2.4653798464203334,1,11
3,1,47.0,0,1.5518455739153598,0,11
1,0,16.0,0,2.4400752592578163,1,8
2,1,0.83,2,1.7972159093690117,0,7
3,1,22.0,0,1.4810065311433624,0,11
3,1,19.0,0,1.5117473912278288,0,11
2,1,28.0,0,1.6829327181692992,0,11
3,1,14.0,5,2.0880012221280344,0,11
3,1,36.0,0,1.5117473912278288,0,11
1,1,29.0,0,1.97435048583482,1,11
3,1,42.0,0,1.5022156669730249,1,11
1,1,29.69911764705882,0,2.2039445754429603,1,11
1,1,27.0,0,2.3822763210228204,1,11
3,1,29.0,0,1.5061226525730975,0,11
2,0,5.0,3,1.9438045639530088,0,8
3,0,22.0,0,1.5797084785187545,0,8
3,1,29.69911764705882,0,1.5061226525730975,0,11
2,0,30.0,0,1.6702776523348104,0,8
1,1,62.0,0,1.926694710508685,1,11
2,1,34.0,0,1.6702776523348104,1,11
3,1,28.0,0,1.5117473912278288,0,11
3,1,29.69911764705882,0,1.5061226525730975,0,11
3,1,44.0,1,1.7432720823741534,0,11
3,0,45.0,0,1.5061226525730975,0,8
2,1,19.0,0,1.6702776523348104,0,11
2,1,18.0,0,2.3618780376616875,0,11
3,1,31.0,0,1.5070930932320792,0,11
2,1,29.69911764705882,0,0.0,0,11
3,1,21.0,0,1.4861669577303998,0,11
2,1,25.0,0,1.6702776523348104,0,11
3,1,32.0,0,1.5292103408688087,0,11
2,1,30.0,1,1.888175022589804,0,11
3,1,40.0,0,1.4851405983548165,0,11
3,1,33.0,0,1.5117473912278288,0,11
3,1,36.0,0,1.4961102490661968,0,11
1,0,47.0,2,2.208622468138815,1,12
2,1,34.0,1,1.9186451916253064,0,11
3,1,19.0,0,1.5176064932892266,0,11
3,1,29.69911764705882,0,1.5176064932892266,0,11
2,0,50.0,0,1.6004343344404717,0,8
3,0,29.69911764705882,2,1.8762235871661008,0,8
3,1,29.69911764705882,1,1.5061226525730975,0,11
2,1,29.69911764705882,0,0.0,0,11
3,1,29.69911764705882,0,1.5176064932892266,0,11
3,1,35.0,0,1.5176064932892266,0,11
2,1,35.0,0,1.9186451916253064,0,11
1,0,18.0,1,2.9607778604132067,1,12
3,0,16.0,7,2.1589101519708302,0,8
3,0,21.0,0,1.5022156669730249,0,8
1,1,29.69911764705882,0,1.9873407546644581,0,11
3,1,41.0,2,1.6978328697498897,0,11
1,0,14.0,3,2.605171084697352,1,8
1,1,21.0,1,2.3857330771281977,1,11
