critic_rating,is_action,is_exclusive_to_us,is_portable,is_role_playing,is_sequel,is_sports,suitable_for_kids,total_earnings,unit_price
4.5,0,0,0,1,1,0,1,127332,59.99
3.5,0,0,0,0,1,1,0,84096,59.99
3.0,1,0,0,0,1,0,0,100250,59.99
4.0,1,0,1,0,1,0,0,148554,59.99
3.0,1,0,0,0,1,0,0,82483,49.99
3.5,0,0,1,0,1,1,0,99775,59.99
3.5,0,0,1,1,1,0,1,103335,49.99
3.5,1,1,1,0,0,0,0,159798,59.99
5.0,0,0,0,0,1,1,1,121314,59.99
4.5,1,0,0,0,1,0,0,134775,59.99
3.5,1,0,0,0,1,0,0,110544,59.99
3.5,1,0,1,0,0,0,0,78128,49.99
3.5,1,0,1,0,0,0,0,93915,59.99
4.0,0,0,0,0,1,1,0,61549,39.99
4.5,0,0,0,1,1,0,1,104655,49.99
5.0,0,0,0,0,0,1,0,64535,49.99
4.0,1,1,0,0,1,0,1,229800,59.99
3.5,1,0,1,0,0,0,1,105476,59.99
3.5,0,0,1,1,0,0,0,80612,59.99
4.0,1,1,0,0,0,0,1,164866,59.99
4.0,0,0,0,1,1,0,0,104684,59.99
3.5,0,0,0,1,1,0,0,94232,59.99
3.5,1,1,0,0,1,0,0,185930,59.99
2.5,1,1,1,0,1,0,0,180070,59.99
3.5,1,0,0,0,1,0,1,123373,59.99
2.5,0,1,0,1,1,0,1,118248,49.99
5.0,0,1,0,1,1,0,1,233759,59.99
4.0,0,0,0,0,1,1,0,90906,59.99
3.5,0,0,0,0,1,1,0,69814,49.99
4.0,0,1,0,1,1,0,0,149922,49.99
3.5,0,0,0,1,1,0,0,95499,59.99
3.5,1,1,1,0,1,0,0,188062,49.99
4.5,1,1,0,0,0,0,1,178011,59.99
4.0,1,0,1,0,1,0,0,145228,59.99
5.0,1,0,0,0,0,0,1,94889,49.99
4.5,1,0,0,0,1,0,0,88787,39.99
3.0,0,0,0,1,1,0,1,92331,59.99
2.0,0,0,0,1,1,0,0,54901,49.99
5.0,0,0,0,0,0,1,0,77444,59.99
3.0,0,0,0,0,0,1,0,44343,49.99
5.0,0,0,0,0,1,1,0,73056,39.99
3.5,1,1,0,0,0,0,1,146495,59.99
4.0,0,1,1,1,1,0,0,143263,39.99
4.5,1,1,1,0,1,0,1,301860,59.99
3.5,0,0,0,1,0,0,0,44657,39.99
3.5,1,0,0,0,1,0,0,111811,59.99
2.0,1,0,1,0,1,0,1,99141,59.99
3.5,0,0,1,1,1,0,0,114028,59.99
3.5,1,1,0,0,1,0,0,189098,59.99
4.0,1,0,0,0,1,0,0,81080,39.99
2.5,0,0,0,1,1,0,0,62951,49.99
5.0,1,1,0,0,0,0,1,129010,39.99
4.5,1,0,0,0,1,0,0,132558,59.99
4.0,0,0,0,0,0,1,0,64774,59.99
5.0,0,0,0,1,0,0,0,89481,59.99
5.0,0,0,0,1,0,0,0,88847,59.99
3.0,0,0,0,1,1,0,0,85521,59.99
4.0,1,1,1,0,1,0,1,277787,59.99
3.5,0,0,1,1,1,0,0,115295,59.99
4.5,0,1,1,0,1,1,0,207152,59.99
4.0,0,1,0,1,0,0,0,128124,59.99
3.5,0,1,1,0,1,1,1,157312,49.99
4.5,0,0,0,1,0,0,1,89956,59.99
3.5,0,0,0,0,0,1,1,64774,59.99
4.5,0,1,0,1,1,0,0,131544,39.99
4.0,0,0,0,0,1,1,0,61127,39.99
2.5,1,0,1,0,1,0,1,77385,39.99
3.0,0,1,1,1,1,0,0,175794,59.99
4.0,1,0,1,0,1,0,0,148237,59.99
5.0,0,0,1,1,1,0,0,124451,49.99
2.0,1,0,0,0,1,0,1,84254,59.99
4.5,0,0,1,1,1,0,0,136359,59.99
3.5,0,1,1,0,1,1,0,171676,59.99
3.0,1,1,0,0,0,0,0,120522,59.99
3.5,0,0,0,1,1,0,0,79448,49.99
3.5,0,0,1,1,1,0,0,95284,49.99
4.5,1,1,0,0,1,0,1,207198,49.99
3.5,0,0,0,1,1,0,0,95816,59.99
2.5,0,1,0,0,1,1,0,93437,49.99
4.0,0,0,1,1,1,0,0,103995,49.99
3.0,1,0,0,0,1,0,0,99933,59.99
2.0,1,0,0,0,1,0,0,50041,39.99
3.5,1,0,0,0,1,0,1,121630,59.99
4.0,1,0,0,0,1,0,0,82347,39.99
4.5,0,0,0,0,0,1,1,79661,59.99
4.0,1,0,0,0,1,0,1,135884,59.99
3.5,0,0,1,1,1,0,0,76012,39.99
3.5,0,0,1,0,1,1,0,81955,49.99
3.5,1,0,0,0,1,0,0,112128,59.99
3.0,0,1,0,1,0,0,1,114028,59.99
5.0,1,0,0,0,1,0,0,145862,59.99
5.0,1,0,0,0,1,0,1,159323,59.99
3.0,1,1,0,0,0,0,1,89526,39.99
3.5,1,0,0,0,1,0,0,110228,59.99
4.0,1,1,0,0,1,0,0,206202,59.99
2.0,0,1,1,1,1,0,1,120359,49.99
3.0,0,0,0,0,0,1,0,35895,39.99
4.0,1,0,1,0,0,0,0,86838,49.99
4.5,0,1,0,0,1,1,1,189889,59.99
2.5,0,0,0,1,1,0,0,74752,59.99
3.5,1,0,0,0,1,0,0,110861,59.99
2.0,0,0,1,0,1,1,0,67783,59.99
4.5,0,1,1,1,1,0,0,236768,59.99
3.0,1,0,1,0,1,0,0,120680,59.99
4.0,1,1,0,0,1,0,0,174996,49.99
3.0,0,0,0,1,1,0,0,69946,49.99
3.5,1,0,1,0,0,0,1,68939,39.99
3.5,0,0,0,0,1,1,0,68890,49.99
4.0,0,0,0,0,1,1,0,91223,59.99
3.5,1,1,0,0,1,0,0,187039,59.99
2.5,1,0,1,0,1,0,0,104843,59.99
4.0,1,0,0,0,0,0,0,87738,59.99
4.5,1,0,0,0,1,0,0,135092,59.99
3.5,0,0,0,1,1,0,0,96132,59.99
4.5,0,1,0,0,0,1,0,81080,39.99
4.0,0,0,0,1,1,0,0,104526,59.99
5.0,0,1,0,1,1,0,0,211112,59.99
4.5,1,0,1,0,1,0,0,107051,39.99
4.0,0,0,0,0,1,1,0,60915,39.99
3.5,0,1,0,1,1,0,0,108001,39.99
2.5,0,0,0,0,0,1,0,31672,39.99
2.0,0,1,1,1,1,0,0,111253,49.99
2.5,1,0,0,0,1,0,0,74037,49.99
2.5,0,0,1,0,0,1,1,62082,59.99
2.0,1,1,0,0,1,0,0,129232,59.99
3.5,0,0,0,0,1,1,0,68890,49.99
3.5,1,1,0,0,1,0,0,185930,59.99
3.5,0,0,0,0,0,1,0,49754,49.99
4.5,0,1,0,1,1,0,1,212695,59.99
3.0,0,0,0,1,0,0,0,60815,59.99
2.0,0,0,1,1,1,0,0,76494,59.99
4.0,0,0,0,0,0,1,0,43707,39.99
3.5,1,0,0,0,1,0,0,93173,49.99
2.0,1,0,1,0,0,0,1,59256,49.99
4.5,1,0,1,0,1,0,1,118348,39.99
5.0,1,1,0,0,0,0,1,130172,39.99
3.5,0,0,1,0,1,1,0,66722,39.99
4.5,0,1,0,1,1,0,1,144107,39.99
4.0,1,0,0,0,0,0,0,73509,49.99
4.5,0,0,0,1,0,0,0,81245,59.99
2.5,0,0,0,0,1,1,0,66358,59.99
4.0,1,0,0,0,1,0,1,135884,59.99
4.0,1,1,0,0,1,0,0,205727,59.99
3.5,1,1,0,0,1,0,0,190206,59.99
3.5,1,0,0,0,1,0,0,73901,39.99
4.0,0,0,0,1,1,0,0,105318,59.99
3.5,1,0,0,0,1,0,0,110544,59.99
5.0,0,1,1,0,1,1,0,224573,59.99
4.5,1,0,0,0,1,0,0,135092,59.99
2.0,0,0,0,1,0,0,0,46086,59.99
3.5,1,1,0,0,1,0,0,187989,59.99
2.0,1,0,0,0,1,0,1,55954,39.99
4.5,0,0,0,1,1,0,0,94889,49.99
3.5,0,0,0,0,1,1,0,54687,39.99
4.0,0,0,1,1,1,0,0,125748,59.99
5.0,1,0,0,0,0,0,1,114979,59.99
2.5,1,1,1,0,1,0,0,148470,49.99
4.5,1,0,0,0,1,0,1,146653,59.99
4.0,0,0,0,0,1,1,0,90748,59.99
4.5,1,0,0,0,1,0,0,132558,59.99
4.0,1,0,0,0,1,0,0,102411,49.99
3.5,1,1,0,0,1,0,0,188622,59.99
4.0,0,0,1,0,0,1,0,78711,59.99
2.0,1,1,0,0,1,0,0,107294,49.99
3.5,1,0,1,0,1,0,0,131608,59.99
2.0,1,1,0,0,1,0,0,130816,59.99
3.0,0,0,0,1,1,0,0,83779,59.99
3.5,0,0,1,1,1,0,1,124481,59.99
3.5,0,1,1,1,1,0,1,210320,59.99
4.5,0,0,0,0,0,1,0,48035,39.99
2.5,1,1,1,0,1,0,0,176903,59.99
2.0,1,0,0,0,1,0,0,51519,39.99
4.5,1,0,0,0,1,0,0,132875,59.99
2.0,1,0,0,0,0,0,0,44343,49.99
3.5,0,0,0,1,1,0,0,63344,39.99
4.5,1,0,1,0,1,0,0,159482,59.99
3.5,1,1,0,0,1,0,0,189573,59.99
4.0,1,0,0,0,1,0,0,122581,59.99
3.0,0,0,0,1,1,0,0,85521,59.99
2.5,0,1,0,1,1,0,1,138418,59.99
5.0,0,0,1,1,0,0,1,98584,49.99
5.0,1,1,1,0,1,0,0,294416,59.99
2.0,1,0,0,0,1,0,0,76336,59.99
2.0,0,0,0,1,1,0,0,66200,59.99
3.5,0,0,0,0,0,1,0,49226,49.99
3.5,0,0,0,1,1,0,0,62816,39.99
4.0,0,0,0,0,0,1,0,65725,59.99
5.0,1,1,0,0,1,0,0,166700,39.99
2.0,0,0,0,0,1,1,0,56064,59.99
3.5,1,0,0,0,0,0,1,57537,39.99
4.0,0,0,0,1,1,0,0,105001,59.99
3.0,1,0,0,0,1,0,0,83803,49.99
4.5,0,0,0,0,1,1,1,110861,59.99
5.0,1,0,0,0,1,0,1,107790,39.99
3.0,0,0,1,0,1,1,0,73509,49.99
4.0,0,1,0,1,1,0,0,178170,59.99
3.5,0,0,0,0,1,1,0,55426,39.99
2.5,0,0,0,1,1,0,0,61499,49.99
2.5,1,0,0,0,0,0,0,52525,49.99
3.5,1,0,0,0,1,0,0,111178,59.99
3.5,1,0,1,0,0,0,0,94232,59.99
4.0,0,0,0,1,1,0,1,76857,39.99
4.5,0,0,0,1,0,0,0,82671,59.99
4.5,1,0,0,0,1,0,0,135092,59.99
5.0,1,0,0,0,0,0,1,76540,39.99
3.0,1,0,0,0,1,0,1,107535,59.99
3.5,0,0,0,1,1,0,0,95499,59.99
3.5,0,0,0,1,0,0,1,74277,59.99
3.5,0,0,1,1,1,0,0,113712,59.99
3.5,0,0,1,0,1,1,1,110069,59.99
4.5,1,0,0,0,1,0,0,133192,59.99
3.5,0,0,0,0,1,1,0,55531,39.99
3.0,0,0,0,1,0,0,0,60023,59.99
4.5,1,0,1,0,0,0,0,76118,39.99
2.5,1,1,0,0,1,0,1,163916,59.99
3.0,0,1,1,1,0,0,0,81608,39.99
4.0,0,0,0,1,1,0,1,116087,59.99
4.0,1,0,1,0,1,0,0,98500,39.99
3.5,0,0,0,0,1,1,0,83146,59.99
5.0,0,0,1,0,0,1,0,62182,39.99
3.5,0,1,0,1,1,0,0,161699,59.99
4.0,0,0,0,1,1,0,0,105001,59.99
3.5,0,1,0,1,1,0,0,159798,59.99
4.0,0,0,1,0,0,1,0,78394,59.99
3.5,0,0,0,1,0,0,0,57144,49.99
4.5,0,0,0,1,1,0,0,113870,59.99
4.0,1,1,1,0,1,0,1,272244,59.99
3.5,0,0,0,1,0,0,0,56352,49.99
2.5,1,0,0,0,1,0,0,58804,39.99
2.5,1,0,1,0,1,0,0,105476,59.99
3.5,1,1,0,0,1,0,0,123943,39.99
4.0,0,0,0,1,1,0,0,104684,59.99
2.5,1,0,1,0,1,0,0,103734,59.99
3.5,0,1,0,0,1,1,0,141744,59.99
4.5,1,0,0,0,1,0,0,111253,49.99
4.0,1,0,0,0,1,0,1,135409,59.99
4.5,1,1,0,0,0,0,0,163758,59.99
4.5,0,0,0,1,1,0,0,114979,59.99
4.0,1,1,0,0,1,0,0,207786,59.99
5.0,0,0,0,1,1,0,0,124640,59.99
4.0,0,0,0,1,1,0,0,86442,49.99
3.5,0,0,1,1,1,0,0,114345,59.99
4.5,0,0,1,0,1,1,0,101487,49.99
4.0,0,1,1,0,1,1,1,203668,59.99
4.0,1,0,0,0,1,0,1,134775,59.99
5.0,0,0,1,1,1,0,1,136064,49.99
2.5,0,0,1,1,1,0,0,91381,59.99
3.0,1,0,0,0,1,0,1,107852,59.99
5.0,0,0,0,1,1,0,1,92271,39.99
3.5,1,0,0,0,1,0,0,111178,59.99
4.5,1,0,0,0,0,0,0,95657,59.99
4.0,1,1,0,0,0,0,1,164075,59.99
4.5,1,0,0,0,0,0,1,104684,59.99
4.0,1,0,0,0,0,0,0,87738,59.99
5.0,1,1,0,0,1,0,0,163533,39.99
3.5,0,0,0,1,1,0,0,95816,59.99
3.5,1,0,0,0,1,0,0,91853,49.99
4.5,1,0,0,0,1,0,1,124187,49.99
3.5,0,0,0,1,0,0,1,73802,59.99
3.5,0,1,0,1,1,0,0,107473,39.99
2.5,0,0,0,1,0,0,0,35156,39.99
5.0,1,1,1,0,0,0,1,195584,49.99
2.0,0,1,0,0,1,1,0,95340,59.99
4.0,1,0,0,0,1,0,0,101619,49.99
3.0,1,0,0,0,1,0,0,82747,49.99
3.5,0,1,0,1,1,0,1,118136,39.99
4.5,1,0,0,0,1,0,0,133825,59.99
4.5,0,1,0,1,1,0,0,196383,59.99
4.0,1,1,0,0,0,0,0,148396,59.99
4.0,0,1,1,1,1,0,1,236293,59.99
4.5,0,0,0,1,0,0,0,82671,59.99
5.0,0,1,0,1,1,0,0,140412,39.99
3.5,1,0,0,0,1,0,0,73268,39.99
3.5,1,0,1,0,0,0,1,105476,59.99
2.5,1,0,0,0,0,0,1,68892,59.99
3.5,1,0,0,0,0,0,0,52047,39.99
3.0,1,0,1,0,1,0,1,128916,59.99
