,Survived,Pclass,Sex,Age,Fare,Family_cnt,Cabin_ind
142,1,3,1,24.0,15.85,1,0
143,0,3,0,19.0,6.75,0,0
144,0,2,0,18.0,11.5,0,0
145,0,2,0,19.0,36.75,2,0
146,1,3,0,27.0,7.7958,0,0
147,0,3,1,9.0,34.375,4,0
148,0,2,0,36.5,26.0,2,1
149,0,2,0,42.0,13.0,0,0
150,0,2,0,51.0,12.525,0,0
151,1,1,1,22.0,66.6,1,1
152,0,3,0,55.5,8.05,0,0
153,0,3,0,40.5,14.5,2,0
154,0,3,0,29.69911764705882,7.3125,0,0
155,0,1,0,51.0,61.3792,1,0
156,1,3,1,16.0,7.7333,0,0
157,0,3,0,30.0,8.05,0,0
158,0,3,0,29.69911764705882,8.6625,0,0
159,0,3,0,29.69911764705882,69.55,10,0
160,0,3,0,44.0,16.1,1,0
161,1,2,1,40.0,15.75,0,0
162,0,3,0,26.0,7.775,0,0
163,0,3,0,17.0,8.6625,0,0
164,0,3,0,1.0,39.6875,5,0
165,1,3,0,9.0,20.525,2,0
166,1,1,1,29.69911764705882,55.0,1,1
167,0,3,1,45.0,27.9,5,0
168,0,1,0,29.69911764705882,25.925,0,0
169,0,3,0,28.0,56.4958,0,0
170,0,1,0,61.0,33.5,0,1
171,0,3,0,4.0,29.125,5,0
172,1,3,1,1.0,11.1333,2,0
173,0,3,0,21.0,7.925,0,0
174,0,1,0,56.0,30.6958,0,1
175,0,3,0,18.0,7.8542,2,0
176,0,3,0,29.69911764705882,25.4667,4,0
177,0,1,1,50.0,28.7125,0,1
178,0,2,0,30.0,13.0,0,0
179,0,3,0,36.0,0.0,0,0
180,0,3,1,29.69911764705882,69.55,10,0
181,0,2,0,29.69911764705882,15.05,0,0
182,0,3,0,9.0,31.3875,6,0
183,1,2,0,1.0,39.0,3,1
184,1,3,1,4.0,22.025,2,0
185,0,1,0,29.69911764705882,50.0,0,1
186,1,3,1,29.69911764705882,15.5,1,0
187,1,1,0,45.0,26.55,0,0
188,0,3,0,40.0,15.5,2,0
189,0,3,0,36.0,7.8958,0,0
190,1,2,1,32.0,13.0,0,0
191,0,2,0,19.0,13.0,0,0
192,1,3,1,19.0,7.8542,1,0
193,1,2,0,3.0,26.0,2,1
194,1,1,1,44.0,27.7208,0,1
195,1,1,1,58.0,146.5208,0,1
196,0,3,0,29.69911764705882,7.75,0,0
197,0,3,0,42.0,8.4042,1,0
198,1,3,1,29.69911764705882,7.75,0,0
199,0,2,1,24.0,13.0,0,0
200,0,3,0,28.0,9.5,0,0
201,0,3,0,29.69911764705882,69.55,10,0
202,0,3,0,34.0,6.4958,0,0
203,0,3,0,45.5,7.225,0,0
204,1,3,0,18.0,8.05,0,0
205,0,3,1,2.0,10.4625,1,1
206,0,3,0,32.0,15.85,1,0
207,1,3,0,26.0,18.7875,0,0
208,1,3,1,16.0,7.75,0,0
209,1,1,0,40.0,31.0,0,1
210,0,3,0,24.0,7.05,0,0
211,1,2,1,35.0,21.0,0,0
212,0,3,0,22.0,7.25,0,0
213,0,2,0,30.0,13.0,0,0
214,0,3,0,29.69911764705882,7.75,1,0
215,1,1,1,31.0,113.275,1,1
216,1,3,1,27.0,7.925,0,0
217,0,2,0,42.0,27.0,1,0
218,1,1,1,32.0,76.2917,0,1
219,0,2,0,30.0,10.5,0,0
220,1,3,0,16.0,8.05,0,0
221,0,2,0,27.0,13.0,0,0
222,0,3,0,51.0,8.05,0,0
223,0,3,0,29.69911764705882,7.8958,0,0
224,1,1,0,38.0,90.0,1,1
225,0,3,0,22.0,9.35,0,0
226,1,2,0,19.0,10.5,0,0
227,0,3,0,20.5,7.25,0,0
228,0,2,0,18.0,13.0,0,0
229,0,3,1,29.69911764705882,25.4667,4,0
230,1,1,1,35.0,83.475,1,1
231,0,3,0,29.0,7.775,0,0
232,0,2,0,59.0,13.5,0,0
233,1,3,1,5.0,31.3875,6,0
234,0,2,0,24.0,10.5,0,0
235,0,3,1,29.69911764705882,7.55,0,0
236,0,2,0,44.0,26.0,1,0
237,1,2,1,8.0,26.25,2,0
238,0,2,0,19.0,10.5,0,0
239,0,2,0,33.0,12.275,0,0
240,0,3,1,29.69911764705882,14.4542,1,0
241,1,3,1,29.69911764705882,15.5,1,0
242,0,2,0,29.0,10.5,0,0
243,0,3,0,22.0,7.125,0,0
244,0,3,0,30.0,7.225,0,0
245,0,1,0,44.0,90.0,2,1
246,0,3,1,25.0,7.775,0,0
247,1,2,1,24.0,14.5,2,0
248,1,1,0,37.0,52.5542,2,1
249,0,2,0,54.0,26.0,1,0
250,0,3,0,29.69911764705882,7.25,0,0
251,0,3,1,29.0,10.4625,2,1
252,0,1,0,62.0,26.55,0,1
253,0,3,0,30.0,16.1,1,0
254,0,3,1,41.0,20.2125,2,0
255,1,3,1,29.0,15.2458,2,0
256,1,1,1,29.69911764705882,79.2,0,0
257,1,1,1,30.0,86.5,0,1
258,1,1,1,35.0,512.3292,0,0
259,1,2,1,50.0,26.0,1,0
260,0,3,0,29.69911764705882,7.75,0,0
261,1,3,0,3.0,31.3875,6,0
262,0,1,0,52.0,79.65,2,1
263,0,1,0,40.0,0.0,0,1
264,0,3,1,29.69911764705882,7.75,0,0
265,0,2,0,36.0,10.5,0,0
266,0,3,0,16.0,39.6875,5,0
267,1,3,0,25.0,7.775,1,0
268,1,1,1,58.0,153.4625,1,1
269,1,1,1,35.0,135.6333,0,1
270,0,1,0,29.69911764705882,31.0,0,0
271,1,3,0,25.0,0.0,0,0
272,1,2,1,41.0,19.5,1,0
273,0,1,0,37.0,29.7,1,1
274,1,3,1,29.69911764705882,7.75,0,0
275,1,1,1,63.0,77.9583,1,1
276,0,3,1,45.0,7.75,0,0
277,0,2,0,29.69911764705882,0.0,0,0
278,0,3,0,7.0,29.125,5,0
279,1,3,1,35.0,20.25,2,0
280,0,3,0,65.0,7.75,0,0
281,0,3,0,28.0,7.8542,0,0
282,0,3,0,16.0,9.5,0,0
283,1,3,0,19.0,8.05,0,0
284,0,1,0,29.69911764705882,26.0,0,1
285,0,3,0,33.0,8.6625,0,0
286,1,3,0,30.0,9.5,0,0
287,0,3,0,22.0,7.8958,0,0
288,1,2,0,42.0,13.0,0,0
289,1,3,1,22.0,7.75,0,0
290,1,1,1,26.0,78.85,0,0
291,1,1,1,19.0,91.0792,1,1
292,0,2,0,36.0,12.875,0,1
293,0,3,1,24.0,8.85,0,0
294,0,3,0,24.0,7.8958,0,0
295,0,1,0,29.69911764705882,27.7208,0,0
296,0,3,0,23.5,7.2292,0,0
297,0,1,1,2.0,151.55,3,1
298,1,1,0,29.69911764705882,30.5,0,1
299,1,1,1,50.0,247.5208,1,1
300,1,3,1,29.69911764705882,7.75,0,0
301,1,3,0,29.69911764705882,23.25,2,0
302,0,3,0,19.0,0.0,0,0
303,1,2,1,29.69911764705882,12.35,0,1
304,0,3,0,29.69911764705882,8.05,0,0
305,1,1,0,0.92,151.55,3,1
306,1,1,1,29.69911764705882,110.8833,0,0
307,1,1,1,17.0,108.9,1,1
308,0,2,0,30.0,24.0,1,0
309,1,1,1,30.0,56.9292,0,1
310,1,1,1,24.0,83.1583,0,1
311,1,1,1,18.0,262.375,4,1
312,0,2,1,26.0,26.0,2,0
313,0,3,0,28.0,7.8958,0,0
314,0,2,0,43.0,26.25,2,0
315,1,3,1,26.0,7.8542,0,0
316,1,2,1,24.0,26.0,1,0
317,0,2,0,54.0,14.0,0,0
318,1,1,1,31.0,164.8667,2,1
319,1,1,1,40.0,134.5,2,1
320,0,3,0,22.0,7.25,0,0
321,0,3,0,27.0,7.8958,0,0
322,1,2,1,30.0,12.35,0,0
323,1,2,1,22.0,29.0,2,0
324,0,3,0,29.69911764705882,69.55,10,0
325,1,1,1,36.0,135.6333,0,1
326,0,3,0,61.0,6.2375,0,0
327,1,2,1,36.0,13.0,0,1
328,1,3,1,31.0,20.525,2,0
329,1,1,1,16.0,57.9792,1,1
330,1,3,1,29.69911764705882,23.25,2,0
331,0,1,0,45.5,28.5,0,1
332,0,1,0,38.0,153.4625,1,1
333,0,3,0,16.0,18.0,2,0
334,1,1,1,29.69911764705882,133.65,1,0
335,0,3,0,29.69911764705882,7.8958,0,0
336,0,1,0,29.0,66.6,1,1
337,1,1,1,41.0,134.5,0,1
338,1,3,0,45.0,8.05,0,0
339,0,1,0,45.0,35.5,0,1
340,1,2,0,2.0,26.0,2,1
341,1,1,1,24.0,263.0,5,1
342,0,2,0,28.0,13.0,0,0
343,0,2,0,25.0,13.0,0,0
344,0,2,0,36.0,13.0,0,0
345,1,2,1,24.0,13.0,0,1
346,1,2,1,40.0,13.0,0,0
347,1,3,1,29.69911764705882,16.1,1,0
348,1,3,0,3.0,15.9,2,0
349,0,3,0,42.0,8.6625,0,0
350,0,3,0,23.0,9.225,0,0
351,0,1,0,29.69911764705882,35.0,0,1
352,0,3,0,15.0,7.2292,2,0
353,0,3,0,25.0,17.8,1,0
354,0,3,0,29.69911764705882,7.225,0,0
355,0,3,0,28.0,9.5,0,0
356,1,1,1,22.0,55.0,1,1
357,0,2,1,38.0,13.0,0,0
358,1,3,1,29.69911764705882,7.8792,0,0
359,1,3,1,29.69911764705882,7.8792,0,0
360,0,3,0,40.0,27.9,5,0
361,0,2,0,29.0,27.7208,1,0
362,0,3,1,45.0,14.4542,1,0
363,0,3,0,35.0,7.05,0,0
364,0,3,0,29.69911764705882,15.5,1,0
365,0,3,0,30.0,7.25,0,0
366,1,1,1,60.0,75.25,1,1
367,1,3,1,29.69911764705882,7.2292,0,0
368,1,3,1,29.69911764705882,7.75,0,0
369,1,1,1,24.0,69.3,0,1
370,1,1,0,25.0,55.4417,1,1
371,0,3,0,18.0,6.4958,1,0
372,0,3,0,19.0,8.05,0,0
373,0,1,0,22.0,135.6333,0,0
374,0,3,1,3.0,21.075,4,0
375,1,1,1,29.69911764705882,82.1708,1,0
376,1,3,1,22.0,7.25,0,0
377,0,1,0,27.0,211.5,2,1
378,0,3,0,20.0,4.0125,0,0
379,0,3,0,19.0,7.775,0,0
380,1,1,1,42.0,227.525,0,0
381,1,3,1,1.0,15.7417,2,0
382,0,3,0,32.0,7.925,0,0
383,1,1,1,35.0,52.0,1,0
384,0,3,0,29.69911764705882,7.8958,0,0
385,0,2,0,18.0,73.5,0,0
386,0,3,0,1.0,46.9,7,0
387,1,2,1,36.0,13.0,0,0
388,0,3,0,29.69911764705882,7.7292,0,0
389,1,2,1,17.0,12.0,0,0
390,1,1,0,36.0,120.0,3,1
391,1,3,0,21.0,7.7958,0,0
392,0,3,0,28.0,7.925,2,0
393,1,1,1,23.0,113.275,1,1
394,1,3,1,24.0,16.7,2,1
395,0,3,0,22.0,7.7958,0,0
396,0,3,1,31.0,7.8542,0,0
397,0,2,0,46.0,26.0,0,0
398,0,2,0,23.0,10.5,0,0
399,1,2,1,28.0,12.65,0,0
400,1,3,0,39.0,7.925,0,0
401,0,3,0,26.0,8.05,0,0
402,0,3,1,21.0,9.825,1,0
403,0,3,0,28.0,15.85,1,0
404,0,3,1,20.0,8.6625,0,0
405,0,2,0,34.0,21.0,1,0
406,0,3,0,51.0,7.75,0,0
407,1,2,0,3.0,18.75,2,0
408,0,3,0,21.0,7.775,0,0
409,0,3,1,29.69911764705882,25.4667,4,0
410,0,3,0,29.69911764705882,7.8958,0,0
411,0,3,0,29.69911764705882,6.8583,0,0
412,1,1,1,33.0,90.0,1,1
413,0,2,0,29.69911764705882,0.0,0,0
414,1,3,0,44.0,7.925,0,0
415,0,3,1,29.69911764705882,8.05,0,0
416,1,2,1,34.0,32.5,2,0
417,1,2,1,18.0,13.0,2,0
418,0,2,0,30.0,13.0,0,0
419,0,3,1,10.0,24.15,2,0
420,0,3,0,29.69911764705882,7.8958,0,0
421,0,3,0,21.0,7.7333,0,0
422,0,3,0,29.0,7.875,0,0
423,0,3,1,28.0,14.4,2,0
424,0,3,0,18.0,20.2125,2,0
425,0,3,0,29.69911764705882,7.25,0,0
426,1,2,1,28.0,26.0,1,0
427,1,2,1,19.0,26.0,0,0
428,0,3,0,29.69911764705882,7.75,0,0
429,1,3,0,32.0,8.05,0,1
430,1,1,0,28.0,26.55,0,1
431,1,3,1,29.69911764705882,16.1,1,0
432,1,2,1,42.0,26.0,1,0
433,0,3,0,17.0,7.125,0,0
434,0,1,0,50.0,55.9,1,1
435,1,1,1,14.0,120.0,3,1
436,0,3,1,21.0,34.375,4,0
437,1,2,1,24.0,18.75,5,0
438,0,1,0,64.0,263.0,5,1
439,0,2,0,31.0,10.5,0,0
440,1,2,1,45.0,26.25,2,0
441,0,3,0,20.0,9.5,0,0
442,0,3,0,25.0,7.775,1,0
443,1,2,1,28.0,13.0,0,0
444,1,3,0,29.69911764705882,8.1125,0,0
445,1,1,0,4.0,81.8583,2,1
446,1,2,1,13.0,19.5,1,0
447,1,1,0,34.0,26.55,0,0
448,1,3,1,5.0,19.2583,3,0
449,1,1,0,52.0,30.5,0,1
450,0,2,0,36.0,27.75,3,0
451,0,3,0,29.69911764705882,19.9667,1,0
452,0,1,0,30.0,27.75,0,1
453,1,1,0,49.0,89.1042,1,1
454,0,3,0,29.69911764705882,8.05,0,0
455,1,3,0,29.0,7.8958,0,0
456,0,1,0,65.0,26.55,0,1
457,1,1,1,29.69911764705882,51.8625,1,1
458,1,2,1,50.0,10.5,0,0
459,0,3,0,29.69911764705882,7.75,0,0
460,1,1,0,48.0,26.55,0,1
461,0,3,0,34.0,8.05,0,0
462,0,1,0,47.0,38.5,0,1
463,0,2,0,48.0,13.0,0,0
464,0,3,0,29.69911764705882,8.05,0,0
465,0,3,0,38.0,7.05,0,0
466,0,2,0,29.69911764705882,0.0,0,0
467,0,1,0,56.0,26.55,0,0
468,0,3,0,29.69911764705882,7.725,0,0
469,1,3,1,0.75,19.2583,3,0
470,0,3,0,29.69911764705882,7.25,0,0
471,0,3,0,38.0,8.6625,0,0
472,1,2,1,33.0,27.75,3,0
473,1,2,1,23.0,13.7917,0,1
474,0,3,1,22.0,9.8375,0,0
475,0,1,0,29.69911764705882,52.0,0,1
476,0,2,0,34.0,21.0,1,0
477,0,3,0,29.0,7.0458,1,0
478,0,3,0,22.0,7.5208,0,0
479,1,3,1,2.0,12.2875,1,0
480,0,3,0,9.0,46.9,7,0
481,0,2,0,29.69911764705882,0.0,0,0
482,0,3,0,50.0,8.05,0,0
483,1,3,1,63.0,9.5875,0,0
484,1,1,0,25.0,91.0792,1,1
485,0,3,1,29.69911764705882,25.4667,4,0
486,1,1,1,35.0,90.0,1,1
487,0,1,0,58.0,29.7,0,1
488,0,3,0,30.0,8.05,0,0
489,1,3,0,9.0,15.9,2,0
490,0,3,0,29.69911764705882,19.9667,1,0
491,0,3,0,21.0,7.25,0,0
492,0,1,0,55.0,30.5,0,1
493,0,1,0,71.0,49.5042,0,0
494,0,3,0,21.0,8.05,0,0
495,0,3,0,29.69911764705882,14.4583,0,0
496,1,1,1,54.0,78.2667,1,1
497,0,3,0,29.69911764705882,15.1,0,0
498,0,1,1,25.0,151.55,3,1
499,0,3,0,24.0,7.7958,0,0
500,0,3,0,17.0,8.6625,0,0
501,0,3,1,21.0,7.75,0,0
502,0,3,1,29.69911764705882,7.6292,0,0
503,0,3,1,37.0,9.5875,0,0
504,1,1,1,16.0,86.5,0,1
505,0,1,0,18.0,108.9,1,1
506,1,2,1,33.0,26.0,2,0
507,1,1,0,29.69911764705882,26.55,0,0
508,0,3,0,28.0,22.525,0,0
509,1,3,0,26.0,56.4958,0,0
510,1,3,0,29.0,7.75,0,0
511,0,3,0,29.69911764705882,8.05,0,0
512,1,1,0,36.0,26.2875,0,1
513,1,1,1,54.0,59.4,1,0
514,0,3,0,24.0,7.4958,0,0
515,0,1,0,47.0,34.0208,0,1
516,1,2,1,34.0,10.5,0,1
517,0,3,0,29.69911764705882,24.15,0,0
518,1,2,1,36.0,26.0,1,0
519,0,3,0,32.0,7.8958,0,0
520,1,1,1,30.0,93.5,0,1
521,0,3,0,22.0,7.8958,0,0
522,0,3,0,29.69911764705882,7.225,0,0
523,1,1,1,44.0,57.9792,1,1
524,0,3,0,29.69911764705882,7.2292,0,0
525,0,3,0,40.5,7.75,0,0
526,1,2,1,50.0,10.5,0,0
527,0,1,0,29.69911764705882,221.7792,0,1
528,0,3,0,39.0,7.925,0,0
529,0,2,0,23.0,11.5,3,0
530,1,2,1,2.0,26.0,2,0
531,0,3,0,29.69911764705882,7.2292,0,0
532,0,3,0,17.0,7.2292,2,0
533,1,3,1,29.69911764705882,22.3583,2,0
534,0,3,1,30.0,8.6625,0,0
535,1,2,1,7.0,26.25,2,0
536,0,1,0,45.0,26.55,0,1
537,1,1,1,30.0,106.425,0,0
538,0,3,0,29.69911764705882,14.5,0,0
539,1,1,1,22.0,49.5,2,1
540,1,1,1,36.0,71.0,2,1
541,0,3,1,9.0,31.275,6,0
542,0,3,1,11.0,31.275,6,0
543,1,2,0,32.0,26.0,1,0
544,0,1,0,50.0,106.425,1,1
545,0,1,0,64.0,26.0,0,0
546,1,2,1,19.0,26.0,1,0
547,1,2,0,29.69911764705882,13.8625,0,0
548,0,3,0,33.0,20.525,2,0
549,1,2,0,8.0,36.75,2,0
550,1,1,0,17.0,110.8833,2,1
551,0,2,0,27.0,26.0,0,0
552,0,3,0,29.69911764705882,7.8292,0,0
553,1,3,0,22.0,7.225,0,0
554,1,3,1,22.0,7.775,0,0
555,0,1,0,62.0,26.55,0,0
556,1,1,1,48.0,39.6,1,1
557,0,1,0,29.69911764705882,227.525,0,0
558,1,1,1,39.0,79.65,2,1
559,1,3,1,36.0,17.4,1,0
560,0,3,0,29.69911764705882,7.75,0,0
561,0,3,0,40.0,7.8958,0,0
562,0,2,0,28.0,13.5,0,0
563,0,3,0,29.69911764705882,8.05,0,0
564,0,3,1,29.69911764705882,8.05,0,0
565,0,3,0,24.0,24.15,2,0
566,0,3,0,19.0,7.8958,0,0
567,0,3,1,29.0,21.075,4,0
568,0,3,0,29.69911764705882,7.2292,0,0
569,1,3,0,32.0,7.8542,0,0
570,1,2,0,62.0,10.5,0,0
571,1,1,1,53.0,51.4792,2,1
572,1,1,0,36.0,26.3875,0,1
573,1,3,1,29.69911764705882,7.75,0,0
574,0,3,0,16.0,8.05,0,0
575,0,3,0,19.0,14.5,0,0
576,1,2,1,34.0,13.0,0,0
577,1,1,1,39.0,55.9,1,1
578,0,3,1,29.69911764705882,14.4583,1,0
579,1,3,0,32.0,7.925,0,0
580,1,2,1,25.0,30.0,2,0
581,1,1,1,39.0,110.8833,2,1
582,0,2,0,54.0,26.0,0,0
583,0,1,0,36.0,40.125,0,1
584,0,3,0,29.69911764705882,8.7125,0,0
585,1,1,1,18.0,79.65,2,1
586,0,2,0,47.0,15.0,0,0
587,1,1,0,60.0,79.2,2,1
588,0,3,0,22.0,8.05,0,0
589,0,3,0,29.69911764705882,8.05,0,0
590,0,3,0,35.0,7.125,0,0
591,1,1,1,52.0,78.2667,1,1
592,0,3,0,47.0,7.25,0,0
593,0,3,1,29.69911764705882,7.75,2,0
594,0,2,0,37.0,26.0,1,0
595,0,3,0,36.0,24.15,2,0
596,1,2,1,29.69911764705882,33.0,0,0
597,0,3,0,49.0,0.0,0,0
598,0,3,0,29.69911764705882,7.225,0,0
599,1,1,0,49.0,56.9292,1,1
600,1,2,1,24.0,27.0,3,0
601,0,3,0,29.69911764705882,7.8958,0,0
602,0,1,0,29.69911764705882,42.4,0,0
603,0,3,0,44.0,8.05,0,0
604,1,1,0,35.0,26.55,0,0
605,0,3,0,36.0,15.55,1,0
606,0,3,0,30.0,7.8958,0,0
607,1,1,0,27.0,30.5,0,0
608,1,2,1,22.0,41.5792,3,0
609,1,1,1,40.0,153.4625,0,1
610,0,3,1,39.0,31.275,6,0
611,0,3,0,29.69911764705882,7.05,0,0
612,1,3,1,29.69911764705882,15.5,1,0
613,0,3,0,29.69911764705882,7.75,0,0
614,0,3,0,35.0,8.05,0,0
615,1,2,1,24.0,65.0,3,0
616,0,3,0,34.0,14.4,2,0
617,0,3,1,26.0,16.1,1,0
618,1,2,1,4.0,39.0,3,1
619,0,2,0,26.0,10.5,0,0
620,0,3,0,27.0,14.4542,1,0
621,1,1,0,42.0,52.5542,1,1
622,1,3,0,20.0,15.7417,2,0
623,0,3,0,21.0,7.8542,0,0
624,0,3,0,21.0,16.1,0,0
625,0,1,0,61.0,32.3208,0,1
626,0,2,0,57.0,12.35,0,0
627,1,1,1,21.0,77.9583,0,1
628,0,3,0,26.0,7.8958,0,0
629,0,3,0,29.69911764705882,7.7333,0,0
630,1,1,0,80.0,30.0,0,1
631,0,3,0,51.0,7.0542,0,0
632,1,1,0,32.0,30.5,0,1
633,0,1,0,29.69911764705882,0.0,0,0
634,0,3,1,9.0,27.9,5,0
635,1,2,1,28.0,13.0,0,0
636,0,3,0,32.0,7.925,0,0
637,0,2,0,31.0,26.25,2,0
638,0,3,1,41.0,39.6875,5,0
639,0,3,0,29.69911764705882,16.1,1,0
640,0,3,0,20.0,7.8542,0,0
641,1,1,1,24.0,69.3,0,1
642,0,3,1,2.0,27.9,5,0
643,1,3,0,29.69911764705882,56.4958,0,0
644,1,3,1,0.75,19.2583,3,0
645,1,1,0,48.0,76.7292,1,1
646,0,3,0,19.0,7.8958,0,0
647,1,1,0,56.0,35.5,0,1
648,0,3,0,29.69911764705882,7.55,0,0
649,1,3,1,23.0,7.55,0,0
650,0,3,0,29.69911764705882,7.8958,0,0
651,1,2,1,18.0,23.0,1,0
652,0,3,0,21.0,8.4333,0,0
653,1,3,1,29.69911764705882,7.8292,0,0
654,0,3,1,18.0,6.75,0,0
655,0,2,0,24.0,73.5,2,0
656,0,3,0,29.69911764705882,7.8958,0,0
657,0,3,1,32.0,15.5,2,0
