Unnamed: 0,Pclass,Sex,Age,Fare,Family_cnt,Cabin_ind
823,3,1,27.0,12.475,1,1
142,3,1,24.0,15.85,1,0
470,3,0,29.69911764705882,7.25,0,0
399,2,1,28.0,12.65,0,0
575,3,0,19.0,14.5,0,0
320,3,0,22.0,7.25,0,0
19,3,1,29.69911764705882,7.225,0,0
792,3,1,29.69911764705882,69.55,10,0
707,1,0,42.0,26.2875,0,1
723,2,0,50.0,13.0,0,0
407,2,0,3.0,18.75,2,0
557,1,0,29.69911764705882,227.525,0,0
38,3,1,18.0,18.0,2,0
175,3,0,18.0,7.8542,2,0
245,1,0,44.0,90.0,2,1
740,1,0,29.69911764705882,30.0,0,1
602,1,0,29.69911764705882,42.4,0,0
768,3,0,29.69911764705882,24.15,1,0
764,3,0,16.0,7.775,0,0
154,3,0,29.69911764705882,7.3125,0,0
287,3,0,22.0,7.8958,0,0
750,2,1,4.0,23.0,2,0
17,2,0,29.69911764705882,13.0,0,0
127,3,0,24.0,7.1417,0,0
322,2,1,30.0,12.35,0,0
255,3,1,29.0,15.2458,2,0
770,3,0,24.0,9.5,0,0
856,1,1,45.0,164.8667,2,0
190,2,1,32.0,13.0,0,0
115,3,0,21.0,7.925,0,0
737,1,0,35.0,512.3292,0,1
180,3,1,29.69911764705882,69.55,10,0
301,3,0,29.69911764705882,23.25,2,0
679,1,0,36.0,512.3292,1,1
638,3,1,41.0,39.6875,5,0
649,3,1,23.0,7.55,0,0
616,3,0,34.0,14.4,2,0
596,2,1,29.69911764705882,33.0,0,0
517,3,0,29.69911764705882,24.15,0,0
875,3,1,15.0,7.225,0,0
45,3,0,29.69911764705882,8.05,0,0
807,3,1,18.0,7.775,0,0
157,3,0,30.0,8.05,0,0
665,2,0,32.0,73.5,2,0
171,3,0,4.0,29.125,5,0
16,3,0,2.0,29.125,5,0
511,3,0,29.69911764705882,8.05,0,0
48,3,0,29.69911764705882,21.6792,2,0
862,1,1,48.0,25.9292,0,1
749,3,0,31.0,7.75,0,0
515,1,0,47.0,34.0208,0,1
617,3,1,26.0,16.1,1,0
480,3,0,9.0,46.9,7,0
283,3,0,19.0,8.05,0,0
589,3,0,29.69911764705882,8.05,0,0
225,3,0,22.0,9.35,0,0
26,3,0,29.69911764705882,7.225,0,0
848,2,0,28.0,33.0,1,0
437,2,1,24.0,18.75,5,0
844,3,0,17.0,8.6625,0,0
364,3,0,29.69911764705882,15.5,1,0
229,3,1,29.69911764705882,25.4667,4,0
37,3,0,21.0,8.05,0,0
857,1,0,51.0,26.55,0,1
374,3,1,3.0,21.075,4,0
469,3,1,0.75,19.2583,3,0
859,3,0,29.69911764705882,7.2292,0,0
758,3,0,34.0,8.05,0,0
651,2,1,18.0,23.0,1,0
194,1,1,44.0,27.7208,0,1
760,3,0,29.69911764705882,14.5,0,0
868,3,0,29.69911764705882,9.5,0,0
503,3,1,37.0,9.5875,0,0
861,2,0,21.0,11.5,1,0
741,1,0,36.0,78.85,1,1
579,3,0,32.0,7.925,0,0
888,3,1,29.69911764705882,23.45,3,0
162,3,0,26.0,7.775,0,0
630,1,0,80.0,30.0,0,1
152,3,0,55.5,8.05,0,0
684,2,0,60.0,39.0,2,0
629,3,0,29.69911764705882,7.7333,0,0
675,3,0,18.0,7.775,0,0
111,3,1,14.5,14.4542,1,0
226,2,0,19.0,10.5,0,0
618,2,1,4.0,39.0,3,1
103,3,0,33.0,8.6542,0,0
421,3,0,21.0,7.7333,0,0
419,3,1,10.0,24.15,2,0
586,2,0,47.0,15.0,0,0
119,3,1,2.0,31.275,6,0
53,2,1,29.0,26.0,1,0
151,1,1,22.0,66.6,1,1
403,3,0,28.0,15.85,1,0
839,1,0,29.69911764705882,29.7,0,1
207,3,0,26.0,18.7875,0,0
752,3,0,33.0,9.5,0,0
717,2,1,27.0,10.5,0,1
8,3,1,27.0,11.1333,2,0
722,2,0,34.0,13.0,0,0
36,3,0,29.69911764705882,7.2292,0,0
452,1,0,30.0,27.75,0,1
253,3,0,30.0,16.1,1,0
303,2,1,29.69911764705882,12.35,0,1
667,3,0,29.69911764705882,7.775,0,0
571,1,1,53.0,51.4792,2,1
636,3,0,32.0,7.925,0,0
714,2,0,52.0,13.0,0,0
262,1,0,52.0,79.65,2,1
610,3,1,39.0,31.275,6,0
297,1,1,2.0,151.55,3,1
414,3,0,44.0,7.925,0,0
150,2,0,51.0,12.525,0,0
705,2,0,39.0,26.0,0,0
789,1,0,46.0,79.2,0,1
550,1,0,17.0,110.8833,2,1
488,3,0,30.0,8.05,0,0
147,3,1,9.0,34.375,4,0
146,3,0,27.0,7.7958,0,0
836,3,0,21.0,8.6625,0,0
826,3,0,29.69911764705882,56.4958,0,0
870,3,0,26.0,7.8958,0,0
348,3,0,3.0,15.9,2,0
463,2,0,48.0,13.0,0,0
325,1,1,36.0,135.6333,0,1
186,3,1,29.69911764705882,15.5,1,0
123,2,1,32.5,13.0,0,1
759,1,1,33.0,86.5,0,1
608,2,1,22.0,41.5792,3,0
143,3,0,19.0,6.75,0,0
851,3,0,74.0,7.775,0,0
197,3,0,42.0,8.4042,1,0
609,1,1,40.0,153.4625,0,1
279,3,1,35.0,20.25,2,0
293,3,1,24.0,8.85,0,0
400,3,0,39.0,7.925,0,0
122,2,0,32.5,30.0708,1,0
183,2,0,1.0,39.0,3,1
202,3,0,34.0,6.4958,0,0
438,1,0,64.0,263.0,5,1
246,3,1,25.0,7.775,0,0
415,3,1,29.69911764705882,8.05,0,0
788,3,0,1.0,20.575,3,0
129,3,0,45.0,6.975,0,0
637,2,0,31.0,26.25,2,0
402,3,1,21.0,9.825,1,0
794,3,0,25.0,7.8958,0,0
689,1,1,15.0,211.3375,1,1
810,3,0,26.0,7.8875,0,0
219,2,0,30.0,10.5,0,0
641,1,1,24.0,69.3,0,1
812,2,0,35.0,10.5,0,0
672,2,0,70.0,10.5,0,0
815,1,0,29.69911764705882,0.0,0,1
624,3,0,21.0,16.1,0,0
855,3,1,18.0,9.35,1,0
680,3,1,29.69911764705882,8.1375,0,0
386,3,0,1.0,46.9,7,0
863,3,1,29.69911764705882,69.55,10,0
509,3,0,26.0,56.4958,0,0
267,3,0,25.0,7.775,1,0
732,2,0,29.69911764705882,0.0,0,0
441,3,0,20.0,9.5,0,0
496,1,1,54.0,78.2667,1,1
112,3,0,22.0,8.05,0,0
232,2,0,59.0,13.5,0,0
774,2,1,54.0,23.0,4,0
607,1,0,27.0,30.5,0,0
671,1,0,31.0,52.0,1,1
373,1,0,22.0,135.6333,0,0
872,1,0,33.0,5.0,0,1
751,3,0,6.0,12.475,1,1
233,3,1,5.0,31.3875,6,0
806,1,0,39.0,0.0,0,1
676,3,0,24.5,8.05,0,0
317,2,0,54.0,14.0,0,0
648,3,0,29.69911764705882,7.55,0,0
410,3,0,29.69911764705882,7.8958,0,0
798,3,0,30.0,7.2292,0,0
358,3,1,29.69911764705882,7.8792,0,0
258,1,1,35.0,512.3292,0,0
627,1,1,21.0,77.9583,0,1
632,1,0,32.0,30.5,0,1
282,3,0,16.0,9.5,0,0
376,3,1,22.0,7.25,0,0
384,3,0,29.69911764705882,7.8958,0,0
224,1,0,38.0,90.0,1,1
846,3,0,29.69911764705882,69.55,10,0
728,2,0,25.0,26.0,1,0
472,2,1,33.0,27.75,3,0
347,3,1,29.69911764705882,16.1,1,0
505,1,0,18.0,108.9,1,1
639,3,0,29.69911764705882,16.1,1,0
878,3,0,29.69911764705882,7.8958,0,0
824,3,0,2.0,39.6875,5,0
803,3,0,0.42,8.5167,1,0
619,2,0,26.0,10.5,0,0
761,3,0,41.0,7.125,0,0
645,1,0,48.0,76.7292,1,1
754,2,1,48.0,65.0,3,0
556,1,1,48.0,39.6,1,1
850,3,0,4.0,31.275,6,0
577,1,1,39.0,55.9,1,1
85,3,1,33.0,15.85,3,0
242,2,0,29.0,10.5,0,0
698,1,0,49.0,110.8833,2,1
159,3,0,29.69911764705882,69.55,10,0
524,3,0,29.69911764705882,7.2292,0,0
35,1,0,42.0,52.0,1,0
540,1,1,36.0,71.0,2,1
170,1,0,61.0,33.5,0,1
654,3,1,18.0,6.75,0,0
786,3,1,18.0,7.4958,0,0
755,2,0,0.67,14.5,2,0
838,3,0,32.0,56.4958,0,0
95,3,0,29.69911764705882,8.05,0,0
563,3,0,29.69911764705882,8.05,0,0
240,3,1,29.69911764705882,14.4542,1,0
574,3,0,16.0,8.05,0,0
690,1,0,31.0,57.0,1,1
460,1,0,48.0,26.55,0,1
553,3,0,22.0,7.225,0,0
780,3,1,13.0,7.2292,0,0
206,3,0,32.0,15.85,1,0
392,3,0,28.0,7.925,2,0
397,2,0,46.0,26.0,0,0
756,3,0,28.0,7.7958,0,0
217,2,0,42.0,27.0,1,0
4,3,0,35.0,8.05,0,0
642,3,1,2.0,27.9,5,0
797,3,1,31.0,8.6833,0,0
612,3,1,29.69911764705882,15.5,1,0
738,3,0,29.69911764705882,7.8958,0,0
546,2,1,19.0,26.0,1,0
725,3,0,20.0,8.6625,0,0
683,3,0,14.0,46.9,7,0
98,2,1,34.0,23.0,1,0
727,3,1,29.69911764705882,7.7375,0,0
573,3,1,29.69911764705882,7.75,0,0
406,3,0,51.0,7.75,0,0
502,3,1,29.69911764705882,7.6292,0,0
47,3,1,29.69911764705882,7.75,0,0
32,3,1,29.69911764705882,7.75,0,0
200,3,0,28.0,9.5,0,0
134,2,0,25.0,13.0,0,0
27,1,0,19.0,263.0,5,1
847,3,0,35.0,7.8958,0,0
230,1,1,35.0,83.475,1,1
489,3,0,9.0,15.9,2,0
378,3,0,20.0,4.0125,0,0
288,2,0,42.0,13.0,0,0
418,2,0,30.0,13.0,0,0
674,2,0,29.69911764705882,0.0,0,0
391,3,0,21.0,7.7958,0,0
592,3,0,47.0,7.25,0,0
498,1,1,25.0,151.55,3,1
138,3,0,16.0,9.2167,0,0
62,1,0,45.0,83.475,1,1
471,3,0,38.0,8.6625,0,0
647,1,0,56.0,35.5,0,1
128,3,1,29.69911764705882,22.3583,2,1
867,1,0,31.0,50.4958,0,1
520,1,1,30.0,93.5,0,1
64,1,0,29.69911764705882,27.7208,0,0
14,3,1,14.0,7.8542,0,0
156,3,1,16.0,7.7333,0,0
40,3,1,40.0,9.475,1,0
492,1,0,55.0,30.5,0,1
379,3,0,19.0,7.775,0,0
187,1,0,45.0,26.55,0,0
763,1,1,36.0,120.0,3,1
216,3,1,27.0,7.925,0,0
52,1,1,49.0,76.7292,1,1
337,1,1,41.0,134.5,0,1
748,1,0,19.0,53.1,1,1
719,3,0,33.0,7.775,0,0
724,1,0,27.0,53.1,1,1
295,1,0,29.69911764705882,27.7208,0,0
701,1,0,35.0,26.2875,0,1
251,3,1,29.0,10.4625,2,1
726,2,1,30.0,21.0,3,0
461,3,0,34.0,8.05,0,0
455,3,0,29.0,7.8958,0,0
887,1,1,19.0,30.0,0,1
269,1,1,35.0,135.6333,0,1
201,3,0,29.69911764705882,69.55,10,0
161,2,1,40.0,15.75,0,0
555,1,0,62.0,26.55,0,0
729,3,1,25.0,7.925,1,0
401,3,0,26.0,8.05,0,0
702,3,1,18.0,14.4542,1,0
476,2,0,34.0,21.0,1,0
771,3,0,48.0,7.8542,0,0
105,3,0,28.0,7.8958,0,0
565,3,0,24.0,24.15,2,0
389,2,1,17.0,12.0,0,0
1,1,1,38.0,71.2833,1,1
832,3,0,29.69911764705882,7.2292,0,0
561,3,0,40.0,7.8958,0,0
80,3,0,22.0,9.0,0,0
205,3,1,2.0,10.4625,1,1
34,1,0,28.0,82.1708,1,0
775,3,0,18.0,7.75,0,0
508,3,0,28.0,22.525,0,0
427,2,1,19.0,26.0,0,0
454,3,0,29.69911764705882,8.05,0,0
366,1,1,60.0,75.25,1,1
91,3,0,20.0,7.8542,0,0
339,1,0,45.0,35.5,0,1
564,3,1,29.69911764705882,8.05,0,0
345,2,1,24.0,13.0,0,1
776,3,0,29.69911764705882,7.75,0,1
241,3,1,29.69911764705882,15.5,1,0
13,3,0,39.0,31.275,6,0
315,3,1,26.0,7.8542,0,0
600,2,1,24.0,27.0,3,0
387,2,1,36.0,13.0,0,0
273,1,0,37.0,29.7,1,1
166,1,1,29.69911764705882,55.0,1,1
883,2,0,28.0,10.5,0,0
646,3,0,19.0,7.8958,0,0
818,3,0,43.0,6.45,0,0
484,1,0,25.0,91.0792,1,1
873,3,0,47.0,9.0,0,0
504,1,1,16.0,86.5,0,1
831,2,0,0.83,18.75,2,0
243,3,0,22.0,7.125,0,0
566,3,0,19.0,7.8958,0,0
562,2,0,28.0,13.5,0,0
686,3,0,14.0,39.6875,5,0
189,3,0,36.0,7.8958,0,0
782,1,0,29.0,30.0,0,1
699,3,0,42.0,7.65,0,1
475,1,0,29.69911764705882,52.0,0,1
681,1,0,27.0,76.7292,0,1
510,3,0,29.0,7.75,0,0
58,2,1,5.0,27.75,3,0
474,3,1,22.0,9.8375,0,0
560,3,0,29.69911764705882,7.75,0,0
747,2,1,30.0,13.0,0,0
252,1,0,62.0,26.55,0,1
21,2,0,34.0,13.0,0,1
313,3,0,28.0,7.8958,0,0
459,3,0,29.69911764705882,7.75,0,0
160,3,0,44.0,16.1,1,0
276,3,1,45.0,7.75,0,0
191,2,0,19.0,13.0,0,0
385,2,0,18.0,73.5,0,0
805,3,0,31.0,7.775,0,0
413,2,0,29.69911764705882,0.0,0,0
491,3,0,21.0,7.25,0,0
343,2,0,25.0,13.0,0,0
769,3,0,32.0,8.3625,0,0
308,2,0,30.0,24.0,1,0
661,3,0,40.0,7.225,0,0
130,3,0,33.0,7.8958,0,0
663,3,0,36.0,7.4958,0,0
871,1,1,47.0,52.5542,2,1
99,2,0,34.0,26.0,1,0
372,3,0,19.0,8.05,0,0
87,3,0,29.69911764705882,8.05,0,0
458,2,1,50.0,10.5,0,0
330,3,1,29.69911764705882,23.25,2,0
214,3,0,29.69911764705882,7.75,1,0
466,2,0,29.69911764705882,0.0,0,0
121,3,0,29.69911764705882,8.05,0,0
614,3,0,35.0,8.05,0,0
20,2,0,35.0,26.0,0,0
700,1,1,18.0,227.525,1,1
71,3,1,16.0,46.9,7,0
106,3,1,21.0,7.65,0,0
270,1,0,29.69911764705882,31.0,0,0
860,3,0,41.0,14.1083,2,0
435,1,1,14.0,120.0,3,1
102,1,0,21.0,77.2875,1,1
