student_id,gender,major,admitted
29459,male,Physics,True
35264,male,Physics,True
41854,male,Chemistry,False
43674,female,Chemistry,False
34635,male,Physics,False
51903,female,Chemistry,False
46887,female,Chemistry,False
32756,female,Chemistry,True
46199,male,Physics,False
50686,male,Physics,False
55891,female,Chemistry,False
48663,male,Physics,False
57416,male,Physics,False
46267,male,Physics,True
37028,female,Chemistry,False
51996,female,Chemistry,False
58298,female,Chemistry,True
41461,female,Chemistry,False
42761,female,Physics,True
51621,male,Physics,True
37401,male,Physics,False
54742,female,Chemistry,False
52855,female,Chemistry,True
37877,female,Chemistry,False
30815,male,Physics,True
28447,female,Chemistry,False
26059,male,Physics,True
41850,male,Physics,True
36345,female,Chemistry,False
37902,male,Physics,False
50827,female,Chemistry,False
55498,female,Chemistry,True
36752,male,Physics,False
34940,female,Physics,True
38762,female,Physics,True
45715,female,Chemistry,True
34307,female,Chemistry,False
25937,male,Physics,True
29922,female,Chemistry,False
56173,male,Physics,False
32569,male,Physics,False
47309,female,Chemistry,False
45900,male,Physics,True
25710,male,Physics,True
50503,male,Physics,False
43104,male,Physics,True
43775,female,Chemistry,False
33713,female,Chemistry,True
56171,male,Physics,False
29553,female,Physics,False
25641,male,Physics,False
26737,female,Chemistry,False
56006,female,Physics,True
30192,female,Chemistry,True
26950,male,Physics,False
25775,female,Chemistry,True
47243,female,Chemistry,True
52067,male,Physics,True
50535,male,Physics,False
