id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
7922800400,8/27/2014,951000,5,3.25,3250,14342,2,0,4,4,8,3250,0,1968,0,98008,47.588,-122.116,2960,11044
8079040320,2/23/2015,430000,4,3,1850,9976,2,0,0,3,8,1850,0,1991,0,98059,47.5059,-122.149,2270,8542
1516000055,12/10/2014,650000,3,2.25,2150,21235,1,0,3,4,8,1590,560,1959,0,98166,47.4336,-122.339,2570,18900
9558200045,8/28/2014,289000,3,1.75,1260,8400,1,0,0,3,7,1260,0,1954,0,98148,47.4366,-122.335,1290,8750
5072410070,10/21/2014,505000,3,1.75,2519,8690,2,0,0,5,8,2519,0,1973,0,98166,47.4428,-122.344,2500,9500
9528102996,12/7/2014,549000,3,1.75,1540,1044,3,0,0,3,8,1540,0,2014,0,98115,47.6765,-122.32,1580,3090
1189001180,6/3/2014,425000,3,2.25,1660,6000,1,0,0,3,7,1110,550,1979,0,98122,47.6113,-122.297,1440,4080
3253500160,11/20/2014,317625,3,2.75,2770,3809,1.5,0,0,5,7,1770,1000,1925,0,98144,47.5747,-122.304,1440,4000
3394100030,9/9/2014,975000,4,2.5,2720,11049,2,0,0,3,10,2720,0,1989,0,98004,47.5815,-122.192,2750,11049
3717000160,10/9/2014,287000,4,2.5,2240,4648,2,0,0,3,7,2240,0,2005,0,98001,47.3378,-122.257,2221,4557
1274500060,8/25/2014,204000,3,1,1000,12070,1,0,0,4,7,1000,0,1968,0,98042,47.3621,-122.11,1010,12635
1802000060,6/12/2014,1.33E+06,5,2.25,3200,20158,1,0,0,3,8,1600,1600,1965,0,98004,47.6303,-122.215,3390,20158
1525059190,9/12/2014,1.04E+06,5,3.25,4770,50094,1,0,0,4,11,3070,1700,1973,0,98005,47.6525,-122.16,3530,38917
1049000060,1/5/2015,325000,3,2,1260,5612,1,0,0,4,7,1260,0,1972,0,98034,47.7362,-122.179,1640,4745
8820901275,6/10/2014,571000,4,2,2750,7807,1.5,0,0,5,7,2250,500,1916,0,98125,47.7168,-122.287,1510,7807
5416510140,7/10/2014,360000,4,2.5,2380,5000,2,0,0,3,8,2380,0,2005,0,98038,47.3608,-122.036,2420,5000
3444100400,3/16/2015,349000,3,1.75,1790,50529,1,0,0,5,7,1090,700,1965,0,98042,47.3511,-122.073,1940,50529
3276920270,11/5/2014,832500,4,4,3430,35102,2,0,0,4,10,2390,1040,1986,0,98075,47.5822,-121.987,3240,35020
4036801170,10/13/2014,380000,4,1.75,1760,7300,1,0,0,3,7,880,880,1956,0,98008,47.6034,-122.125,1680,7500
2391600320,4/20/2015,480000,3,1,1040,5060,1,0,0,3,7,1040,0,1941,0,98116,47.5636,-122.394,890,5060
6300000287,6/9/2014,410000,3,1,1410,5060,1,0,0,4,7,910,500,1956,0,98133,47.7073,-122.34,1130,5693
1531000030,3/23/2015,720000,4,2.5,3450,39683,2,0,0,3,10,3450,0,2002,0,98010,47.342,-122.025,3350,39750
5104520400,12/2/2014,390000,3,2.5,2350,5100,2,0,0,3,8,2350,0,2003,0,98038,47.3512,-122.008,2350,5363
7437100340,12/22/2014,360000,4,2.5,1900,5889,2,0,0,3,7,1900,0,1992,0,98038,47.349,-122.031,1870,6405
9418400240,10/28/2014,355000,2,1,2020,6720,1,0,0,3,7,1010,1010,1948,0,98118,47.5474,-122.291,1720,6720
1523059105,1/28/2015,356000,3,1.5,1680,8712,1,0,0,3,8,1680,0,1964,0,98059,47.4811,-122.149,1850,8797
1133000671,6/2/2014,315000,3,1,960,6634,1,0,0,3,6,960,0,1952,0,98125,47.7264,-122.31,1570,7203
4232902595,11/14/2014,940000,3,1.5,2140,3600,2,0,0,3,9,1900,240,1925,0,98119,47.6337,-122.365,2020,4800
2599001200,11/3/2014,305000,5,2.25,2660,8400,1.5,0,0,5,7,2660,0,1961,0,98092,47.2909,-122.189,1590,8165
3342103156,6/18/2014,461000,3,3.25,2770,6278,2,0,0,3,9,1980,790,2006,0,98056,47.5228,-122.199,1900,7349
1332700270,5/19/2014,215000,2,2.25,1610,2040,2,0,0,4,7,1610,0,1979,0,98056,47.518,-122.194,1950,2025
3869900162,9/4/2014,335000,2,1.75,1030,1066,2,0,0,3,7,765,265,2006,0,98136,47.5394,-122.387,1030,1106
2791500270,5/22/2014,243500,4,2.5,1980,7403,2,0,0,3,7,1980,0,1988,0,98023,47.2897,-122.372,1980,7510
5036300431,3/11/2015,1.10E+06,5,2.75,3520,6353,2,0,0,4,10,3520,0,2001,0,98199,47.6506,-122.391,2520,6250
4168000060,2/26/2015,153000,3,1,1200,10500,1,0,0,3,7,1200,0,1962,0,98023,47.322,-122.351,1350,10500
6021501535,7/25/2014,430000,3,1.5,1580,5000,1,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500
6021501535,12/23/2014,700000,3,1.5,1580,5000,1,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500
1483300570,9/8/2014,905000,4,2.5,3300,10250,1,0,0,3,7,2390,910,1946,1991,98040,47.5873,-122.249,1950,6045
3422049190,3/30/2015,247500,3,1.75,1960,15681,1,0,0,3,7,1960,0,1967,0,98032,47.3576,-122.277,1750,15616
1099611230,9/12/2014,199000,4,1.5,1160,6400,1,0,0,4,7,1160,0,1975,0,98023,47.3036,-122.378,1160,6400
722079104,7/11/2014,314000,3,1.75,1810,41800,1,0,0,5,7,1210,600,1980,0,98038,47.4109,-121.958,1650,135036
7338200240,5/16/2014,437500,3,2.5,2320,36847,2,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065
1952200240,6/11/2014,850830,3,2.5,2070,13241,1.5,0,0,5,9,1270,800,1910,0,98102,47.6415,-122.315,2200,4500
5200100125,10/27/2014,555000,3,2,1980,3478,1.5,0,0,4,7,1440,540,1929,0,98117,47.6775,-122.372,1610,3478
7214720075,12/12/2014,699950,3,2.25,2190,107593,2,0,0,4,8,2190,0,1983,0,98077,47.7731,-122.08,2570,47777
2450000295,10/7/2014,1.09E+06,3,2.5,2920,8113,2,0,0,3,8,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113
6197800045,9/24/2014,290000,3,1,1210,33919,1,0,0,3,7,1210,0,1954,0,98058,47.4375,-122.184,1640,14910
1328310370,4/2/2015,375000,3,2.5,2340,10005,1,0,0,4,8,1460,880,1978,0,98058,47.4431,-122.133,2250,8162
546000875,5/23/2014,460000,3,1,1670,4005,1.5,0,0,4,7,1170,500,1939,0,98117,47.6878,-122.38,1240,4005
3530510041,7/23/2014,188500,2,1.75,1240,2493,1,0,0,4,8,1240,0,1985,0,98198,47.3813,-122.322,1270,4966
1853000400,3/5/2015,680000,4,2.5,3140,28037,2,0,0,4,10,3140,0,1991,0,98077,47.7304,-122.082,2990,35001
3134100116,8/27/2014,470000,5,1.75,2030,12342,2,0,0,4,7,2030,0,1942,0,98052,47.6417,-122.109,2500,9433
9545230140,7/25/2014,597750,4,2.5,2310,9624,2,0,0,3,8,2310,0,1984,0,98027,47.5386,-122.053,1940,9636
3362400511,3/4/2015,570000,3,1.75,1260,3328,1,0,0,5,6,700,560,1905,0,98103,47.6823,-122.349,1380,3536
2525310310,9/16/2014,272500,3,1.75,1540,12600,1,0,0,4,7,1160,380,1980,0,98038,47.3624,-122.031,1540,11656
6126500060,11/24/2014,329950,3,1.75,2080,5969,1,0,2,3,7,1080,1000,1971,0,98108,47.5474,-122.295,2090,5500
8961960160,10/28/2014,480000,4,2.5,3230,16171,2,0,3,3,9,2520,710,2001,0,98001,47.3183,-122.253,2640,8517
3626039325,11/21/2014,740500,3,3.5,4380,6350,2,0,0,3,8,2780,1600,1900,1999,98117,47.6981,-122.368,1830,6350
3362400431,6/26/2014,518500,3,3.5,1590,1102,3,0,0,3,8,1590,0,2010,0,98103,47.6824,-122.347,1620,3166
4060000240,6/23/2014,205425,2,1,880,6780,1,0,0,4,6,880,0,1945,0,98178,47.5009,-122.248,1190,6780
3454800060,1/8/2015,171800,4,2,1570,9600,1,0,0,3,6,1570,0,1950,0,98168,47.4965,-122.303,1880,9000
1695900060,5/11/2015,535000,4,1,1610,2982,1.5,0,0,4,7,1610,0,1925,0,98144,47.587,-122.294,1610,4040
7278700070,1/2/2015,660000,3,2.5,2400,6474,1,0,2,3,8,1560,840,1964,0,98177,47.7728,-122.386,2340,10856
6675500070,11/19/2014,391500,3,2,1450,9132,1,0,0,3,7,1450,0,1987,0,98034,47.7288,-122.226,1580,9104
3626039187,4/6/2015,395000,2,1,770,6000,1,0,0,3,6,770,0,1953,0,98117,47.6999,-122.364,1710,6000
3524049083,11/4/2014,445000,4,1.75,2100,4400,1.5,0,0,5,7,1720,380,1924,0,98118,47.5299,-122.266,1850,4400
3275860240,6/18/2014,770000,3,2.25,2910,10204,2,0,0,3,9,2910,0,1990,0,98052,47.6897,-122.098,2700,13992
4389200955,3/2/2015,1.45E+06,4,2.75,2750,17789,1.5,0,0,3,8,1980,770,1914,1992,98004,47.6141,-122.212,3060,11275
4058801670,7/17/2014,445000,3,2.25,2100,8201,1,0,2,3,8,1620,480,1967,0,98178,47.5091,-122.244,2660,8712
8732020310,7/17/2014,260000,4,2.25,2160,8811,1,0,0,3,8,1360,800,1978,0,98023,47.3129,-122.39,2090,8400
2331300505,6/13/2014,822500,5,3.5,2320,4960,2,0,0,5,7,1720,600,1926,0,98103,47.6763,-122.352,1700,4960
7853210060,4/6/2015,430000,4,2.5,2070,4310,2,0,0,3,7,2070,0,2004,0,98065,47.5319,-121.85,1970,3748
3668000070,1/5/2015,212000,3,1.75,1060,7875,1,0,0,4,7,1060,0,1986,0,98092,47.2761,-122.152,1420,7680
9545240070,4/28/2015,660500,4,2.25,2010,9603,1,0,0,3,8,1440,570,1986,0,98027,47.5343,-122.054,2060,9793
1243100136,6/12/2014,784000,3,3.5,3950,111078,1.5,0,0,3,9,2460,1490,1989,0,98052,47.697,-122.072,2480,88500
8929000270,5/12/2014,453246,3,2.5,2010,2287,2,0,0,3,8,1390,620,2014,0,98029,47.5517,-121.998,1690,1662
2767602356,1/26/2015,675000,4,3.5,2140,2278,3,0,0,3,9,2140,0,2005,0,98107,47.6734,-122.38,1540,2285
921049315,8/13/2014,199000,3,1.75,1320,17390,1,0,0,4,7,1320,0,1956,0,98003,47.3257,-122.296,1550,19265
3655000070,8/5/2014,220000,4,1.75,2020,7840,1,0,0,3,7,1010,1010,1968,0,98003,47.3309,-122.299,1750,8140
4027700812,5/29/2014,452000,4,2.25,2590,10002,1,0,0,4,8,1340,1250,1968,0,98028,47.7689,-122.266,1550,10436
3992700335,7/7/2014,382500,2,1,1190,4440,1,0,0,3,6,1190,0,1981,0,98125,47.7135,-122.287,1060,5715
2767603505,5/7/2014,519950,3,2.25,1170,1249,3,0,0,3,8,1170,0,2014,0,98107,47.6722,-122.381,1350,1310
4232901525,6/27/2014,665000,2,1,1110,3200,1,0,0,3,7,1110,0,1925,0,98119,47.6338,-122.358,1170,3600
1777500060,7/8/2014,527700,5,2.5,2820,9375,1,0,0,4,8,1550,1270,1968,0,98006,47.5707,-122.128,2820,9375
1432900240,5/8/2015,205000,3,1,1610,8579,1,0,0,4,7,1010,600,1962,0,98058,47.4563,-122.171,1610,8579
6140100875,4/15/2015,420000,3,1,1060,8097,1,0,0,4,7,940,120,1923,0,98133,47.7144,-122.351,1560,7940
6071600370,2/27/2015,500000,4,2.25,2030,8517,1,0,0,4,8,1380,650,1961,0,98006,47.5495,-122.174,2230,8824
1526069017,12/3/2014,921500,4,2.5,3670,315374,2,0,0,4,9,3670,0,1994,0,98077,47.7421,-122.026,2840,87991
809001525,6/25/2014,890000,4,1,2550,4000,2,0,0,3,8,2370,180,1905,0,98109,47.6354,-122.353,2200,4000
3224079105,8/6/2014,430000,2,2.5,2420,60984,2,0,0,3,7,2420,0,2007,0,98027,47.5262,-121.943,1940,193842
8075400570,10/30/2014,258000,5,2,2260,12500,1,0,0,4,8,1130,1130,1960,0,98032,47.3887,-122.286,1360,18000
1994200024,11/4/2014,511000,3,1,1430,3455,1,0,0,3,7,980,450,1947,0,98103,47.6873,-122.336,1450,4599
3362900810,8/20/2014,532170,3,2,1360,3090,2,0,0,3,8,1360,0,1990,0,98103,47.6838,-122.353,1500,3090
1324300398,4/9/2015,560000,3,1,1110,5000,1.5,0,0,3,7,1110,0,1947,0,98107,47.655,-122.359,1420,5000
537000445,3/31/2015,282950,3,1,1250,8200,1,0,0,4,7,1250,0,1954,0,98003,47.3255,-122.304,1680,8633
7855801670,4/1/2015,2.25E+06,4,3.25,5180,19850,2,0,3,3,12,3540,1640,2006,0,98006,47.562,-122.162,3160,9750
7920100045,5/16/2014,350000,1,1,700,5100,1,0,0,3,7,700,0,1942,0,98115,47.679,-122.3,1010,5100
8960000030,7/28/2014,215000,3,1,1180,7669,1,0,0,4,7,1180,0,1967,0,98058,47.4479,-122.176,1190,7669
6388930390,11/20/2014,650000,5,3.5,3960,25245,2,0,0,3,9,2500,1460,1996,0,98056,47.525,-122.172,2640,13675
8731900200,8/7/2014,320000,4,2.75,2640,7500,1,0,0,3,8,1620,1020,1967,0,98023,47.3135,-122.369,1980,7875
8029200135,11/13/2014,247000,3,2,1270,7198,1.5,0,0,3,7,1270,0,1916,2013,98022,47.2086,-121.996,1160,7198
1081200350,10/3/2014,320000,4,1.75,1760,11180,1,0,0,4,8,1760,0,1968,0,98059,47.4715,-122.118,1730,11180
84000105,5/7/2014,255000,5,2.25,2060,8632,1,0,0,3,7,1030,1030,1962,0,98146,47.4877,-122.335,1010,11680
3756500060,3/9/2015,438000,3,1.75,1780,9660,1,0,0,3,7,1780,0,1962,0,98034,47.7171,-122.193,1200,9660
7215720160,3/4/2015,900000,3,2.5,3400,16603,2,0,0,3,10,3400,0,2000,0,98075,47.6012,-122.023,3400,12601
3574800520,6/20/2014,441000,3,2.75,1910,7280,1,0,0,3,7,1160,750,1979,0,98034,47.7319,-122.224,1710,8152
2617300160,8/12/2014,420000,3,2,2020,38332,1,0,0,4,7,1010,1010,1975,0,98027,47.4582,-122.023,2110,36590
2558660270,12/8/2014,370000,3,1.75,1580,7000,1,0,0,3,7,1180,400,1976,0,98034,47.7209,-122.168,1640,7500
2009000370,2/19/2015,269950,2,1.75,1340,7250,1,0,0,5,5,700,640,1949,0,98198,47.408,-122.327,1830,9750
1836980160,3/24/2015,807100,4,2.5,2680,4499,2,0,0,3,9,2680,0,1999,0,98006,47.565,-122.125,2920,4500
3261020370,6/5/2014,653000,3,2.5,2680,9750,1,0,0,4,8,1610,1070,1979,0,98034,47.7028,-122.231,2480,8750
1755700060,6/11/2014,371500,3,2,1370,8336,1,0,0,5,7,1370,0,1964,0,98133,47.7458,-122.331,1770,7288
4330600435,3/16/2015,284000,3,1.75,1560,21000,1,0,0,3,7,1560,0,1954,0,98166,47.4776,-122.337,1070,7920
9542800700,1/2/2015,272000,3,1.75,2160,7140,1,0,0,4,7,1670,490,1978,0,98023,47.3026,-122.374,1930,7350
1999700045,5/2/2014,313000,3,1.5,1340,7912,1.5,0,0,3,7,1340,0,1955,0,98133,47.7658,-122.339,1480,7940
1762600070,1/16/2015,917500,4,2.5,3880,35003,2,0,0,3,10,2570,1310,1984,0,98033,47.6477,-122.182,3740,35230
1687900520,9/29/2014,673000,4,2.25,2590,8190,2,0,0,4,8,2590,0,1980,0,98006,47.5619,-122.125,2260,8335
7234600798,2/10/2015,425000,3,2.5,1120,1100,2,0,0,3,8,820,300,2008,0,98122,47.6106,-122.31,1590,1795
3881900445,7/9/2014,399950,5,2.75,1970,5400,1,0,0,3,7,1320,650,1986,0,98144,47.5868,-122.308,1280,2150
2254502445,5/30/2014,385000,3,1,1220,4800,1,0,0,3,6,1220,0,1901,0,98122,47.6101,-122.307,1200,4800
5437810320,11/17/2014,269950,3,1.5,1950,7560,1,0,2,4,7,1320,630,1975,0,98022,47.1976,-121.999,1950,8941
9158100075,1/7/2015,330000,2,1,1350,8220,1,0,0,3,7,1060,290,1949,0,98177,47.7224,-122.358,1540,8280
3830630310,7/25/2014,260000,3,2.5,1670,5797,2,0,0,3,7,1670,0,1988,0,98030,47.3505,-122.179,1670,6183
8123100045,4/14/2015,470000,4,3,2380,5125,1.5,0,0,4,7,1680,700,1925,0,98126,47.5384,-122.376,1410,5375
3127200041,6/13/2014,589000,4,3,2440,9600,2,0,0,5,7,2440,0,1961,0,98034,47.7044,-122.2,2290,9600
6661200320,7/23/2014,163500,2,1.5,1050,3419,2,0,0,3,7,1050,0,1996,0,98038,47.3848,-122.039,1050,3417
11510310,9/5/2014,835000,4,2.75,3130,13412,2,0,0,3,9,2140,990,1993,0,98052,47.6993,-122.102,2260,9984
825059270,11/21/2014,1.10E+06,5,3,4090,12850,1,0,2,4,10,2090,2000,1986,0,98033,47.6627,-122.188,2540,10270
8731951370,4/15/2015,269000,4,1.75,1490,10000,1,0,0,4,8,1100,390,1969,0,98023,47.3099,-122.379,2190,8910
1954440060,5/5/2014,560000,3,2.5,1900,8744,2,0,0,3,8,1900,0,1987,0,98074,47.62,-122.043,2030,8744
2264500350,4/18/2015,615000,4,1,1330,2400,1.5,0,0,4,6,1330,0,1901,0,98103,47.65,-122.34,1330,4400
1115810060,12/5/2014,585188,3,2.25,2230,10026,1,0,0,3,8,1430,800,1975,0,98052,47.6647,-122.153,2230,9340
9477200200,8/18/2014,305000,3,1.75,1650,9480,1,0,0,3,7,1220,430,1977,0,98034,47.726,-122.191,1540,8400
1432600560,11/5/2014,166950,3,1,1190,8820,1,0,0,3,6,1190,0,1959,0,98058,47.4616,-122.184,1230,7980
2287000060,9/12/2014,799000,3,2.5,2140,9897,1,0,0,4,8,2140,0,1959,0,98040,47.5505,-122.219,2680,10083
3663500060,6/25/2014,400000,3,2.5,2180,7508,1,0,0,4,7,1420,760,1962,0,98133,47.7606,-122.336,1900,7818
3996900125,12/1/2014,230000,3,1,1060,10228,1,0,0,3,7,1060,0,1948,0,98155,47.7481,-122.3,1570,10228
7796450200,5/15/2014,256883,3,2.5,1690,5025,2,0,0,3,8,1690,0,2003,0,98023,47.2779,-122.347,2550,5001
7549802535,11/11/2014,423000,4,2,1970,6480,1.5,0,0,5,7,1130,840,1920,0,98108,47.5511,-122.312,1500,6480
3278600320,7/23/2014,465000,3,2.5,2150,4084,2,0,0,3,8,2150,0,2007,0,98126,47.5488,-122.372,1750,2385
2824079053,1/13/2015,440000,3,2.5,1910,66211,2,0,0,3,7,1910,0,1997,0,98024,47.5385,-121.911,2330,67268
1222069094,10/14/2014,385000,3,1.75,1350,155073,1,0,0,4,7,1350,0,1969,0,98038,47.4058,-121.994,1560,50965
3542300060,3/11/2015,210000,3,1,860,11725,1,0,0,4,6,860,0,1943,0,98056,47.5093,-122.184,1300,9514
2222059065,11/12/2014,297000,3,2.5,1940,14952,2,0,0,3,8,1940,0,1994,0,98042,47.3777,-122.165,2030,10450
7551300060,7/16/2014,470000,3,1,1010,5000,1,0,0,3,7,1010,0,1952,0,98107,47.675,-122.394,1680,5000
100600550,8/4/2014,226500,3,1.5,1300,7370,1,0,0,4,7,900,400,1976,0,98023,47.3025,-122.37,1430,7500
3211100860,3/3/2015,274250,3,1,910,8450,1,0,0,4,6,910,0,1962,0,98059,47.4787,-122.158,1400,8040
3456000310,8/4/2014,840000,4,1.75,2480,11010,1,0,0,4,9,1630,850,1966,0,98040,47.5378,-122.219,2770,10744
9526600140,9/19/2014,677900,3,2.5,2440,4587,2,0,0,3,8,2440,0,2010,0,98052,47.7073,-122.114,2750,4587
7465900060,2/5/2015,425000,3,1,1010,5864,1,0,0,3,7,1010,0,1915,0,98116,47.5733,-122.381,1290,5000
1222000055,11/23/2014,180250,2,0.75,900,9600,1,0,0,3,6,900,0,1941,0,98166,47.4604,-122.339,1250,14280
6300000550,7/17/2014,464000,6,3,2300,3404,2,0,0,3,7,1600,700,1920,1994,98133,47.7067,-122.343,1560,1312
